sku,alternate_sku,season,year,product_group,category,long_description,closure,product_name,outsole,product_type,product_sub_type,colour,material,short_description,features,short_description_2,uom,rrp,ecom_description,ecom_features,description_match,image_status,web_enrichment_status,confidence,sku_search_variants,search_terms,web_search_status,web_match_url,web_match_title,web_match_confidence,image_1_url,image_2_url,image_3_url,image_4_url,image_5_url,image_6_url,image_source,image_confidence,review_status
812241103-5,112241103-5,22Q4,2022,MEN,SHOES,BASKETBALL SHOES,BASKETBALL,GH3,,BASKETBALL,,GREY/BEIGE,SYNTHETIC LEATHER/MESH/TPU,BASKETBALL SHOES,NITROEDGE,,PRS,2249,,,,PENDING,PENDING,MASTER_ONLY,812241103-5 | 112241103-5 | 8122411035,812241103-5 | 112241103-5 | GH3 | GREY/BEIGE | SHOES | BASKETBALL,PENDING,,,,,,,,,,,,PENDING_REVIEW
812241103-7,112241103-7,22Q4,2022,MEN,SHOES,BASKETBALL SHOES,BASKETBALL,GH3,,BASKETBALL,,WHITE/SILVER,MESH/PP/TPU,BASKETBALL SHOES,NITROEDGE,,PRS,2249,,,,PENDING,PENDING,MASTER_ONLY,812241103-7 | 112241103-7 | 8122411037,812241103-7 | 112241103-7 | GH3 | WHITE/SILVER | SHOES | BASKETBALL,PENDING,,,,,,,,,,,,PENDING_REVIEW
812241103-8,112241103-8,22Q4,2022,MEN,SHOES,BASKETBALL SHOES,BASKETBALL,GH3,,BASKETBALL,,BLUE INK/L.BEIGE/RED,MESH/TPU,BASKETBALL SHOES,NITROEDGE,,PRS,2249,,,,PENDING,PENDING,MASTER_ONLY,812241103-8 | 112241103-8 | 8122411038,812241103-8 | 112241103-8 | GH3 | BLUE INK/L.BEIGE/RED | SHOES | BASKETBALL,PENDING,,,,,,,,,,,,PENDING_REVIEW
812241109-1,112241109-1,22Q4,2022,MEN,SHOES,BASKETBALL SHOES,BASKETBALL,SPLASH4,,BASKETBALL,,PINK/RAINBOW BLUE,MESH/SYNTHETIC LEATHER/PP,BASKETBALL SHOES,,,PRS,1948.9999999999998,,,,PENDING,PENDING,MASTER_ONLY,812241109-1 | 112241109-1 | 8122411091,812241109-1 | 112241109-1 | SPLASH4 | PINK/RAINBOW BLUE | SHOES | BASKETBALL,PENDING,,,,,,,,,,,,PENDING_REVIEW
812241109-3,112241109-3,22Q4,2022,MEN,SHOES,BASKETBALL SHOES,BASKETBALL,SPLASH4,,BASKETBALL,,BEIGE,MESH/SYNTHETIC LEATHER/PP,BASKETBALL SHOES,,,PRS,1948.9999999999998,,,,PENDING,PENDING,MASTER_ONLY,812241109-3 | 112241109-3 | 8122411093,812241109-3 | 112241109-3 | SPLASH4 | BEIGE | SHOES | BASKETBALL,PENDING,,,,,,,,,,,,PENDING_REVIEW
812241112-2,112241112-2,22Q4,2022,MEN,SHOES,BASKETBALL SHOES,BASKETBALL,BADAO 22,,BASKETBALL,,BLUE/PINK/L.BLUE,MESH/PP,BASKETBALL SHOES,MARS FOAM,,PRS,1849,,,,PENDING,PENDING,MASTER_ONLY,812241112-2 | 112241112-2 | 8122411122,812241112-2 | 112241112-2 | BADAO 22 | BLUE/PINK/L.BLUE | SHOES | BASKETBALL,PENDING,,,,,,,,,,,,PENDING_REVIEW
812241112-6,112241112-6,22Q4,2022,MEN,SHOES,BASKETBALL SHOES,BASKETBALL,BADAO 22,,BASKETBALL,,BLACK/L.FOG GREY,MESH/PP,BASKETBALL SHOES,MARS FOAM,,PRS,1849,,,,PENDING,PENDING,MASTER_ONLY,812241112-6 | 112241112-6 | 8122411126,812241112-6 | 112241112-6 | BADAO 22 | BLACK/L.FOG GREY | SHOES | BASKETBALL,PENDING,,,,,,,,,,,,PENDING_REVIEW
812241601-1,112241601-1,22Q4,2022,MEN,SHOES,BASKETBALL SHOES,BASKETBALL,MOUNTAIN 2 MID,,BASKETBALL,,WHITE/L.PURPLE BLUE,MESH/PP/SYNTHETIC LEATHER/TPU,BASKETBALL SHOES,A-FLASHEDGE,,PRS,1549,,,,PENDING,PENDING,MASTER_ONLY,812241601-1 | 112241601-1 | 8122416011,812241601-1 | 112241601-1 | MOUNTAIN 2 MID | WHITE/L.PURPLE BLUE | SHOES | BASKETBALL,PENDING,,,,,,,,,,,,PENDING_REVIEW
812241601-2,112241601-2,22Q4,2022,MEN,SHOES,BASKETBALL SHOES,BASKETBALL,MOUNTAIN 2 MID,,BASKETBALL,,BLACK/MIST GREY,MESH/PP/SYNTHETIC LEATHER/TPU,BASKETBALL SHOES,A-FLASHEDGE,,PRS,1549,,,,PENDING,PENDING,MASTER_ONLY,812241601-2 | 112241601-2 | 8122416012,812241601-2 | 112241601-2 | MOUNTAIN 2 MID | BLACK/MIST GREY | SHOES | BASKETBALL,PENDING,,,,,,,,,,,,PENDING_REVIEW
812241601-3,112241601-3,22Q4,2022,MEN,SHOES,BASKETBALL SHOES,BASKETBALL,MOUNTAIN 2 MID,,BASKETBALL,,WHITE/RIVER BLUE,MESH/PP/SYNTHETIC LEATHER/TPU,BASKETBALL SHOES,A-FLASHEDGE,,PRS,1549,,,,PENDING,PENDING,MASTER_ONLY,812241601-3 | 112241601-3 | 8122416013,812241601-3 | 112241601-3 | MOUNTAIN 2 MID | WHITE/RIVER BLUE | SHOES | BASKETBALL,PENDING,,,,,,,,,,,,PENDING_REVIEW
812241601-4,112241601-4,22Q4,2022,MEN,SHOES,BASKETBALL SHOES,BASKETBALL,MOUNTAIN 2 MID,,BASKETBALL,,BRIGHT BLU/WHT/ORNG,MESH/PP/SYNTHETIC LEATHER/TPU,BASKETBALL SHOES,A-FLASHEDGE,,PRS,1549,,,,PENDING,PENDING,MASTER_ONLY,812241601-4 | 112241601-4 | 8122416014,812241601-4 | 112241601-4 | MOUNTAIN 2 MID | BRIGHT BLU/WHT/ORNG | SHOES | BASKETBALL,PENDING,,,,,,,,,,,,PENDING_REVIEW
812241610-1,112241610-1,22Q4,2022,MEN,SHOES,BASKETBALL SHOES,BASKETBALL,SPEED 2.0,,BASKETBALL,,BLACK/L.GREEN/D.BLUE,SYNTHETIC LEATHER/MESH,BASKETBALL SHOES,A-FLASHFOAM,,PRS,1349,,,,PENDING,PENDING,MASTER_ONLY,812241610-1 | 112241610-1 | 8122416101,812241610-1 | 112241610-1 | SPEED 2.0 | BLACK/L.GREEN/D.BLUE | SHOES | BASKETBALL,PENDING,,,,,,,,,,,,PENDING_REVIEW
812241610-2,112241610-2,22Q4,2022,MEN,SHOES,BASKETBALL SHOES,BASKETBALL,SPEED 2.0,,BASKETBALL,,L.FOG GREY/GREY/WHT,SYNTHETIC LEATHER/MESH,BASKETBALL SHOES,A-FLASHFOAM,,PRS,1349,,,,PENDING,PENDING,MASTER_ONLY,812241610-2 | 112241610-2 | 8122416102,812241610-2 | 112241610-2 | SPEED 2.0 | L.FOG GREY/GREY/WHT | SHOES | BASKETBALL,PENDING,,,,,,,,,,,,PENDING_REVIEW
812241610-5,112241610-5,22Q4,2022,MEN,SHOES,BASKETBALL SHOES,BASKETBALL,SPEED 2.0,,BASKETBALL,,WHITE/RAY BLUE/BLUE,SYNTHETIC LEATHER/MESH,BASKETBALL SHOES,A-FLASHFOAM,,PRS,1349,,,,PENDING,PENDING,MASTER_ONLY,812241610-5 | 112241610-5 | 8122416105,812241610-5 | 112241610-5 | SPEED 2.0 | WHITE/RAY BLUE/BLUE | SHOES | BASKETBALL,PENDING,,,,,,,,,,,,PENDING_REVIEW
812241610-6,112241610-6,22Q4,2022,MEN,SHOES,BASKETBALL SHOES,BASKETBALL,SPEED 2.0,,BASKETBALL,,BLACK/L.GREEN/D.BLUE,MESH/SYNTHETIC LEATHER,BASKETBALL SHOES,A-FLASHFOAM,,PRS,1349,,,,PENDING,PENDING,MASTER_ONLY,812241610-6 | 112241610-6 | 8122416106,812241610-6 | 112241610-6 | SPEED 2.0 | BLACK/L.GREEN/D.BLUE | SHOES | BASKETBALL,PENDING,,,,,,,,,,,,PENDING_REVIEW
812245523-10,112245523-10,22Q4,2022,MEN,SHOES,RUNNING SHOES,RUNNING,KEEP MOVING,,RUNNING,,BLUE/BLACK,MESH/PP/SYNTHETIC LEATHER,RUNNING SHOES,,,PRS,1149,,,,PENDING,PENDING,MASTER_ONLY,812245523-10 | 112245523-10 | 81224552310,812245523-10 | 112245523-10 | KEEP MOVING | BLUE/BLACK | SHOES | RUNNING,PENDING,,,,,,,,,,,,PENDING_REVIEW
812245523-2,112245523-2,22Q4,2022,MEN,SHOES,RUNNING SHOES,RUNNING,KEEP MOVING,,RUNNING,,BLACK/ORANGE,SYNTHETIC LEATHER/MESH,RUNNING SHOES,,,PRS,1149,,,,PENDING,PENDING,MASTER_ONLY,812245523-2 | 112245523-2 | 8122455232,812245523-2 | 112245523-2 | KEEP MOVING | BLACK/ORANGE | SHOES | RUNNING,PENDING,,,,,,,,,,,,PENDING_REVIEW
812245523-7,112245523-7,22Q4,2022,MEN,SHOES,RUNNING SHOES,RUNNING,KEEP MOVING,,RUNNING,,BLACK/SEAWEED ASH,MESH/PP/SYNTHETIC LEATHER,RUNNING SHOES,,,PRS,1149,,,,PENDING,PENDING,MASTER_ONLY,812245523-7 | 112245523-7 | 8122455237,812245523-7 | 112245523-7 | KEEP MOVING | BLACK/SEAWEED ASH | SHOES | RUNNING,PENDING,,,,,,,,,,,,PENDING_REVIEW
812245530-1,112245530-1,22Q4,2022,MEN,SHOES,RUNNING SHOES,RUNNING,ROCKET 4.0,,RUNNING,,BLACK/ORANGE,MESH/PP,RUNNING SHOES,A-FLASHFOAM,,PRS,1399,,,,PENDING,PENDING,MASTER_ONLY,812245530-1 | 112245530-1 | 8122455301,812245530-1 | 112245530-1 | ROCKET 4.0 | BLACK/ORANGE | SHOES | RUNNING,PENDING,,,,,,,,,,,,PENDING_REVIEW
812245571-5,112245571-5,22Q4,2022,MEN,SHOES,RUNNING SHOES,RUNNING,A-FLOW,,RUNNING,,BLACK,MESH/PP/SYNTHETIC LEATHER,RUNNING SHOES,,,PRS,1049,,,,PENDING,PENDING,MASTER_ONLY,812245571-5 | 112245571-5 | 8122455715,812245571-5 | 112245571-5 | A-FLOW | BLACK | SHOES | RUNNING,PENDING,,,,,,,,,,,,PENDING_REVIEW
812245573-1,112245573-1,22Q4,2022,MEN,SHOES,RUNNING SHOES,RUNNING,URBAN TRAIL RUNNING,,RUNNING,,BLACK/GREY GREEN,MESH/SYNTHETIC LEATHER,RUNNING SHOES,,,PRS,949,,,,PENDING,PENDING,MASTER_ONLY,812245573-1 | 112245573-1 | 8122455731,812245573-1 | 112245573-1 | URBAN TRAIL RUNNING | BLACK/GREY GREEN | SHOES | RUNNING,PENDING,,,,,,,,,,,,PENDING_REVIEW
812245573-2,112245573-2,22Q4,2022,MEN,SHOES,RUNNING SHOES,RUNNING,URBAN TRAIL RUNNING,,RUNNING,,BEIGE/BLK/BROWN OAK,MESH/SYNTHETIC LEATHER,RUNNING SHOES,,,PRS,949,,,,PENDING,PENDING,MASTER_ONLY,812245573-2 | 112245573-2 | 8122455732,812245573-2 | 112245573-2 | URBAN TRAIL RUNNING | BEIGE/BLK/BROWN OAK | SHOES | RUNNING,PENDING,,,,,,,,,,,,PENDING_REVIEW
812245573-3,112245573-3,22Q4,2022,MEN,SHOES,RUNNING SHOES,RUNNING,URBAN TRAIL RUNNING,,RUNNING,,BLUE/BLACK,MESH/SYNTHETIC LEATHER,RUNNING SHOES,,,PRS,949,,,,PENDING,PENDING,MASTER_ONLY,812245573-3 | 112245573-3 | 8122455733,812245573-3 | 112245573-3 | URBAN TRAIL RUNNING | BLUE/BLACK | SHOES | RUNNING,PENDING,,,,,,,,,,,,PENDING_REVIEW
812247715-5,112247715-5,22Q4,2022,MEN,SHOES,CROSS-TRAINING SHOES,CROSS TRAINING,BASIC WALKING,,CROSS TRAINING,,BLACK,SYNTHETIC LEATHER/MESH,CROSS-TRAINING SHOES,,,PRS,849,,,,PENDING,PENDING,MASTER_ONLY,812247715-5 | 112247715-5 | 8122477155,812247715-5 | 112247715-5 | BASIC WALKING | BLACK | SHOES | CROSS TRAINING,PENDING,,,,,,,,,,,,PENDING_REVIEW
812247715-6,112247715-6,22Q4,2022,MEN,SHOES,CROSS-TRAINING SHOES,CROSS TRAINING,BASIC WALKING,,CROSS TRAINING,,BEIGE,SYNTHETIC LEATHER/MESH,CROSS-TRAINING SHOES,,,PRS,849,,,,PENDING,PENDING,MASTER_ONLY,812247715-6 | 112247715-6 | 8122477156,812247715-6 | 112247715-6 | BASIC WALKING | BEIGE | SHOES | CROSS TRAINING,PENDING,,,,,,,,,,,,PENDING_REVIEW
812247716-4,112247716-4,22Q4,2022,MEN,SHOES,CROSS-TRAINING SHOES,CROSS TRAINING,ANTA FREELANDER,,CROSS TRAINING,,BLACK,MESH/PP,CROSS-TRAINING SHOES,A-EBUFFER,,PRS,1149,,,,PENDING,PENDING,MASTER_ONLY,812247716-4 | 112247716-4 | 8122477164,812247716-4 | 112247716-4 | ANTA FREELANDER | BLACK | SHOES | CROSS TRAINING,PENDING,,,,,,,,,,,,PENDING_REVIEW
812247785-1,112247785-1,22Q4,2022,MEN,SHOES,CROSS-TRAINING SHOES,CROSS TRAINING,UNASSAILABLE PRO,,CROSS TRAINING,,CHIP GREY/SILVER,MESH/PP,CROSS-TRAINING SHOES,A-FORM,,PRS,1549,,,,PENDING,PENDING,MASTER_ONLY,812247785-1 | 112247785-1 | 8122477851,812247785-1 | 112247785-1 | UNASSAILABLE PRO | CHIP GREY/SILVER | SHOES | CROSS TRAINING,PENDING,,,,,,,,,,,,PENDING_REVIEW
812247785-4,112247785-4,22Q4,2022,MEN,SHOES,CROSS-TRAINING SHOES,CROSS TRAINING,UNASSAILABLE PRO,,CROSS TRAINING,,BLACK,MESH/PP,CROSS-TRAINING SHOES,A-FORM,,PRS,1549,,,,PENDING,PENDING,MASTER_ONLY,812247785-4 | 112247785-4 | 8122477854,812247785-4 | 112247785-4 | UNASSAILABLE PRO | BLACK | SHOES | CROSS TRAINING,PENDING,,,,,,,,,,,,PENDING_REVIEW
812247785-5,112247785-5,22Q4,2022,MEN,SHOES,CROSS-TRAINING SHOES,CROSS TRAINING,UNASSAILABLE PRO,,CROSS TRAINING,,WHITE/BLACK,MESH/PP,CROSS-TRAINING SHOES,A-FORM,,PRS,1549,,,,PENDING,PENDING,MASTER_ONLY,812247785-5 | 112247785-5 | 8122477855,812247785-5 | 112247785-5 | UNASSAILABLE PRO | WHITE/BLACK | SHOES | CROSS TRAINING,PENDING,,,,,,,,,,,,PENDING_REVIEW
812247789-2,112247789-2,22Q4,2022,MEN,SHOES,CROSS-TRAINING SHOES,CROSS TRAINING,AS STEADY AS MNT TAI,,CROSS TRAINING,,GREY/BLACK,MESH/PP/SYNTHETIC LEATHER,CROSS-TRAINING SHOES,A-FORM,,PRS,1349,,,,PENDING,PENDING,MASTER_ONLY,812247789-2 | 112247789-2 | 8122477892,812247789-2 | 112247789-2 | AS STEADY AS MNT TAI | GREY/BLACK | SHOES | CROSS TRAINING,PENDING,,,,,,,,,,,,PENDING_REVIEW
812247789-5,112247789-5,22Q4,2022,MEN,SHOES,CROSS-TRAINING SHOES,CROSS TRAINING,AS STEADY AS MNT TAI,,CROSS TRAINING,,WHITE/BLACK,MESH/PP/SYNTHETIC LEATHER,CROSS-TRAINING SHOES,A-FORM,,PRS,1349,,,,PENDING,PENDING,MASTER_ONLY,812247789-5 | 112247789-5 | 8122477895,812247789-5 | 112247789-5 | AS STEADY AS MNT TAI | WHITE/BLACK | SHOES | CROSS TRAINING,PENDING,,,,,,,,,,,,PENDING_REVIEW
812247789-6,112247789-6,22Q4,2022,MEN,SHOES,CROSS-TRAINING SHOES,CROSS TRAINING,AS STEADY AS MNT TAI,,CROSS TRAINING,,BLACK/RED,MESH/PP/SYNTHETIC LEATHER,CROSS-TRAINING SHOES,A-FORM,,PRS,1349,,,,PENDING,PENDING,MASTER_ONLY,812247789-6 | 112247789-6 | 8122477896,812247789-6 | 112247789-6 | AS STEADY AS MNT TAI | BLACK/RED | SHOES | CROSS TRAINING,PENDING,,,,,,,,,,,,PENDING_REVIEW
812248053-2,112248053-2,22Q4,2022,MEN,SHOES,X-GAME SHOES,LIFE STYLE,SOARING,,LIFESTYLE,,BLK/STN BRWN/STL GRY,SYNTHETICLEATHER/COWSUEDE/MESH,X-GAME SHOES,,,PRS,1549,,,,PENDING,PENDING,MASTER_ONLY,812248053-2 | 112248053-2 | 8122480532,812248053-2 | 112248053-2 | SOARING | BLK/STN BRWN/STL GRY | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
812248053-3,112248053-3,22Q4,2022,MEN,SHOES,X-GAME SHOES,LIFE STYLE,SOARING,,LIFESTYLE,,L.BROWN/L.BEIGE,SYNTHETICLEATHER/COWSUEDE/MESH,X-GAME SHOES,,,PRS,1549,,,,PENDING,PENDING,MASTER_ONLY,812248053-3 | 112248053-3 | 8122480533,812248053-3 | 112248053-3 | SOARING | L.BROWN/L.BEIGE | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
812248066-1,112248066-1,22Q4,2022,MEN,SHOES,X-GAME SHOES,LIFE STYLE,ORIGINATION 982,,LIFESTYLE,,BEIGE/GREY,SYNTHETIC LEATHER/MESH,X-GAME SHOES,,,PRS,1249,,,,PENDING,PENDING,MASTER_ONLY,812248066-1 | 112248066-1 | 8122480661,812248066-1 | 112248066-1 | ORIGINATION 982 | BEIGE/GREY | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
812248066-2,112248066-2,22Q4,2022,MEN,SHOES,X-GAME SHOES,LIFE STYLE,ORIGINATION 982,,LIFESTYLE,,WHITE/RED/BLUE,SYNTHETIC LEATHER,X-GAME SHOES,,,PRS,1249,,,,PENDING,PENDING,MASTER_ONLY,812248066-2 | 112248066-2 | 8122480662,812248066-2 | 112248066-2 | ORIGINATION 982 | WHITE/RED/BLUE | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
812248066-4,112248066-4,22Q4,2022,MEN,SHOES,X-GAME SHOES,LIFE STYLE,ORIGINATION 982,,LIFESTYLE,,BEIGE/RED/GOLDEN,SYNTHETIC LEATHER,X-GAME SHOES,,,PRS,1249,,,,PENDING,PENDING,MASTER_ONLY,812248066-4 | 112248066-4 | 8122480664,812248066-4 | 112248066-4 | ORIGINATION 982 | BEIGE/RED/GOLDEN | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
812248066-5,112248066-5,22Q4,2022,MEN,SHOES,X-GAME SHOES,LIFE STYLE,ORIGINATION 982,,LIFESTYLE,,BEIGE/GREEN,SYNTHETIC LEATHER,X-GAME SHOES,,,PRS,1249,,,,PENDING,PENDING,MASTER_ONLY,812248066-5 | 112248066-5 | 8122480665,812248066-5 | 112248066-5 | ORIGINATION 982 | BEIGE/GREEN | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
812248088-2,112248088-2,22Q4,2022,MEN,SHOES,X-GAME SHOES,LIFE STYLE,ROARING FLAME 3.0,,LIFESTYLE,,BEIGE/BLACK/GREEN,SYNTHETIC LEATHER/MESH,X-GAME SHOES,,,PRS,1249,,,,PENDING,PENDING,MASTER_ONLY,812248088-2 | 112248088-2 | 8122480882,812248088-2 | 112248088-2 | ROARING FLAME 3.0 | BEIGE/BLACK/GREEN | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
812248088-3,112248088-3,22Q4,2022,MEN,SHOES,X-GAME SHOES,LIFE STYLE,ROARING FLAME 3.0,,LIFESTYLE,,L.BGE/YLLW/TFFY YLLW,MESH/SYNTHETIC LEATHER,X-GAME SHOES,,,PRS,1399,,,,PENDING,PENDING,MASTER_ONLY,812248088-3 | 112248088-3 | 8122480883,812248088-3 | 112248088-3 | ROARING FLAME 3.0 | L.BGE/YLLW/TFFY YLLW | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
812248088-4,112248088-4,22Q4,2022,MEN,SHOES,X-GAME SHOES,LIFE STYLE,ROARING FLAME 3.0,,LIFESTYLE,,GREY/BEIGE,SYNTHETIC LEATHER/MESH,X-GAME SHOES,,,PRS,1249,,,,PENDING,PENDING,MASTER_ONLY,812248088-4 | 112248088-4 | 8122480884,812248088-4 | 112248088-4 | ROARING FLAME 3.0 | GREY/BEIGE | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
812248088-5,112248088-5,22Q4,2022,MEN,SHOES,X-GAME SHOES,LIFE STYLE,ROARING FLAME 3.0,,LIFESTYLE,,BEIGE/SKYLINE BLUE,SYNTHETIC LEATHER/MESH,X-GAME SHOES,,,PRS,1349,,,,PENDING,PENDING,MASTER_ONLY,812248088-5 | 112248088-5 | 8122480885,812248088-5 | 112248088-5 | ROARING FLAME 3.0 | BEIGE/SKYLINE BLUE | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
812248088-8,112248088-8,22Q4,2022,MEN,SHOES,X-GAME SHOES,LIFE STYLE,ROARING FLAME 3.0,,LIFESTYLE,,WHITE/BLACK,SYNTHETIC LEATHER/MESH,X-GAME SHOES,,,PRS,1549,,,,PENDING,PENDING,MASTER_ONLY,812248088-8 | 112248088-8 | 8122480888,812248088-8 | 112248088-8 | ROARING FLAME 3.0 | WHITE/BLACK | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
812248089-1,112248089-1,22Q4,2022,MEN,SHOES,X-GAME SHOES,LIFE STYLE,ROARING FLME 3.0 LOW,,LIFESTYLE,,BEIGE,SYNTHETIC LEATHER/MESH,X-GAME SHOES,,,PRS,1149,,,,PENDING,PENDING,MASTER_ONLY,812248089-1 | 112248089-1 | 8122480891,812248089-1 | 112248089-1 | ROARING FLME 3.0 LOW | BEIGE | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
812248089-2,112248089-2,22Q4,2022,MEN,SHOES,X-GAME SHOES,LIFE STYLE,ROARING FLME 3.0 LOW,,LIFESTYLE,,BEIGE/BLACK/GREEN,SYNTHETIC LEATHER/MESH,X-GAME SHOES,,,PRS,1149,,,,PENDING,PENDING,MASTER_ONLY,812248089-2 | 112248089-2 | 8122480892,812248089-2 | 112248089-2 | ROARING FLME 3.0 LOW | BEIGE/BLACK/GREEN | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
812248089-3,112248089-3,22Q4,2022,MEN,SHOES,X-GAME SHOES,LIFE STYLE,ROARING FLME 3.0 LOW,,LIFESTYLE,,BGE/CRBN GRY/ORNG,SYNTHETIC LEATHER/MESH,X-GAME SHOES,,,PRS,1149,,,,PENDING,PENDING,MASTER_ONLY,812248089-3 | 112248089-3 | 8122480893,812248089-3 | 112248089-3 | ROARING FLME 3.0 LOW | BGE/CRBN GRY/ORNG | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
812248871-2,112248871-2,22Q4,2022,MEN,SHOES,CASUAL SHOES,LIFE STYLE,HERITAGE 80,,LIFESTYLE,,BLACK/KOALA GREY,MESH/SYNTHE PU/COW SUEDE,CASUAL SHOES,,,PRS,1149,,,,PENDING,PENDING,MASTER_ONLY,812248871-2 | 112248871-2 | 8122488712,812248871-2 | 112248871-2 | HERITAGE 80 | BLACK/KOALA GREY | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
812248871-3,112248871-3,22Q4,2022,MEN,SHOES,CASUAL SHOES,LIFE STYLE,HERITAGE 80,,LIFESTYLE,,FOG PURPLE GREY/BLUE,MESH/SYNTHE PU/COW SUEDE,CASUAL SHOES,,,PRS,1149,,,,PENDING,PENDING,MASTER_ONLY,812248871-3 | 112248871-3 | 8122488713,812248871-3 | 112248871-3 | HERITAGE 80 | FOG PURPLE GREY/BLUE | SHOES | LIFESTYLE,PENDING,,,,,,,,,,,,PENDING_REVIEW
