sku,alternate_sku,season,year,product_group,category,long_description,closure,product_name,outsole,product_type,product_sub_type,colour,material,short_description,features,short_description_2,uom,rrp,ecom_description,ecom_features,description_match,image_status,web_enrichment_status,confidence,sku_search_variants,search_terms,web_search_status,web_match_url,web_match_title,web_match_confidence,image_1_url,image_2_url,image_3_url,image_4_url,image_5_url,image_6_url,image_source,image_confidence,review_status
892137131-1,192137131-1,21Q3,2021,UNISEX,BAGS,CHEST BAG,CROSS TRAINING,,,BAGS,,BASIC BLACK,PLAINWEAVE,CROSS-TRAINING,,,PCS,498.99999999999994,,,,PENDING,PENDING,MASTER_ONLY,892137131-1 | 192137131-1 | 8921371311,892137131-1 | 192137131-1 | BASIC BLACK | BAGS | BAGS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892137152-1,192137152-1,21Q3,2021,UNISEX,BAGS,BACKPACK,CROSS TRAINING,,,BAGS,,BASIC BLACK,NYLON/PU,CROSS-TRAINING,,,PCS,749,,,,PENDING,PENDING,MASTER_ONLY,892137152-1 | 192137152-1 | 8921371521,892137152-1 | 192137152-1 | BASIC BLACK | BAGS | BAGS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892137152-2,192137152-2,21Q3,2021,UNISEX,BAGS,BACKPACK,CROSS TRAINING,,,BAGS,,TAOYUAN GREEN,NYLON/PU,CROSS-TRAINING,,,PCS,749,,,,PENDING,PENDING,MASTER_ONLY,892137152-2 | 192137152-2 | 8921371522,892137152-2 | 192137152-2 | TAOYUAN GREEN | BAGS | BAGS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892137152-3,192137152-3,21Q3,2021,UNISEX,BAGS,BACKPACK,CROSS TRAINING,,,BAGS,,BRIGHT SILVER,NYLON/PU,CROSS-TRAINING,,,PCS,749,,,,PENDING,PENDING,MASTER_ONLY,892137152-3 | 192137152-3 | 8921371523,892137152-3 | 192137152-3 | BRIGHT SILVER | BAGS | BAGS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892137155-1,192137155-1,21Q3,2021,UNISEX,BAGS,BACKPACK,CROSS TRAINING,,,BAGS,,BASIC BLACK,PLAINWEAVE,CROSS-TRAINING,,,PCS,749,,,,PENDING,PENDING,MASTER_ONLY,892137155-1 | 192137155-1 | 8921371551,892137155-1 | 192137155-1 | BASIC BLACK | BAGS | BAGS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892137155-2,192137155-2,21Q3,2021,UNISEX,BAGS,BACKPACK,CROSS TRAINING,,,BAGS,,TILE BLUE,PLAINWEAVE,CROSS-TRAINING,,,PCS,749,,,,PENDING,PENDING,MASTER_ONLY,892137155-2 | 192137155-2 | 8921371552,892137155-2 | 192137155-2 | TILE BLUE | BAGS | BAGS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892137157-1,192137157-1,21Q3,2021,UNISEX,BAGS,BACKPACK,CROSS TRAINING,,,BAGS,,BASIC BLACK,PLAINWEAVE,CROSS-TRAINING,,,PCS,849,,,,PENDING,PENDING,MASTER_ONLY,892137157-1 | 192137157-1 | 8921371571,892137157-1 | 192137157-1 | BASIC BLACK | BAGS | BAGS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892137157-2,192137157-2,21Q3,2021,UNISEX,BAGS,BACKPACK,CROSS TRAINING,,,BAGS,,TILE BLUE,PLAINWEAVE,CROSS-TRAINING,,,PCS,849,,,,PENDING,PENDING,MASTER_ONLY,892137157-2 | 192137157-2 | 8921371572,892137157-2 | 192137157-2 | TILE BLUE | BAGS | BAGS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892137159-1,192137159-1,21Q3,2021,UNISEX,BAGS,BACKPACK,CROSS TRAINING,,,BAGS,,BASIC BLACK,PLAINWEAVE,CROSS-TRAINING,,,PCS,599,,,,PENDING,PENDING,MASTER_ONLY,892137159-1 | 192137159-1 | 8921371591,892137159-1 | 192137159-1 | BASIC BLACK | BAGS | BAGS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892137251-1,192137251-1,21Q3,2021,UNISEX,ACCESSORIES,SUNBONNET,CROSS TRAINING,,,CAP,,BASIC BLACK,108X56 DENIM,SUNBONNET,,,PCS,199,,,,PENDING,PENDING,MASTER_ONLY,892137251-1 | 192137251-1 | 8921372511,892137251-1 | 192137251-1 | BASIC BLACK | ACCESSORIES | CAP,PENDING,,,,,,,,,,,,PENDING_REVIEW
892137251-3,192137251-3,21Q3,2021,UNISEX,ACCESSORIES,SUNBONNET,CROSS TRAINING,,,CAP,,PURE WHITE,108X56 DENIM,CROSS-TRAINING,,,PCS,199,,,,PENDING,PENDING,MASTER_ONLY,892137251-3 | 192137251-3 | 8921372513,892137251-3 | 192137251-3 | PURE WHITE | ACCESSORIES | CAP,PENDING,,,,,,,,,,,,PENDING_REVIEW
892137252-1,192137252-1,21Q3,2021,UNISEX,ACCESSORIES,SUNBONNET,CROSS TRAINING,,,CAP,,BASIC BLACK,POLYESTER,SUNBONNET,,,PCS,249,,,,PENDING,PENDING,MASTER_ONLY,892137252-1 | 192137252-1 | 8921372521,892137252-1 | 192137252-1 | BASIC BLACK | ACCESSORIES | CAP,PENDING,,,,,,,,,,,,PENDING_REVIEW
892137252-3,192137252-3,21Q3,2021,UNISEX,ACCESSORIES,SUNBONNET,CROSS TRAINING,,,CAP,,PAPYRUS WHITE,POLYESTER,CROSS-TRAINING,,,PCS,249,,,,PENDING,PENDING,MASTER_ONLY,892137252-3 | 192137252-3 | 8921372523,892137252-3 | 192137252-3 | PAPYRUS WHITE | ACCESSORIES | CAP,PENDING,,,,,,,,,,,,PENDING_REVIEW
892137301-1,192137301-1,21Q3,2021,MEN,SOCKS,SPORTS SOCKS,CROSS TRAINING,,,SOCKS,,PURE WHITE,32S COMBED COTTON,CROSS-TRAINING,,,PRS,49,,,,PENDING,PENDING,MASTER_ONLY,892137301-1 | 192137301-1 | 8921373011,892137301-1 | 192137301-1 | PURE WHITE | SOCKS | SOCKS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892137301-3,192137301-3,21Q3,2021,MEN,SOCKS,SPORTS SOCKS,CROSS TRAINING,,,SOCKS,,LIGHT HEATHER GRAY,32S COMBED COTTON,CROSS-TRAINING,,,PRS,49,,,,PENDING,PENDING,MASTER_ONLY,892137301-3 | 192137301-3 | 8921373013,892137301-3 | 192137301-3 | LIGHT HEATHER GRAY | SOCKS | SOCKS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892137301-4,192137301-4,21Q3,2021,MEN,SOCKS,SPORTS SOCKS,CROSS TRAINING,,,SOCKS,,BASIC BLACK,32S COMBED COTTON,CROSS-TRAINING,,,PRS,49,,,,PENDING,PENDING,MASTER_ONLY,892137301-4 | 192137301-4 | 8921373014,892137301-4 | 192137301-4 | BASIC BLACK | SOCKS | SOCKS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892137302-1,192137302-1,21Q3,2021,MEN,SOCKS,SPORTS SOCKS,CROSS TRAINING,,,SOCKS,,PURE WHITE,32S COMBED COTTON,CROSS-TRAINING,,,PRS,49,,,,PENDING,PENDING,MASTER_ONLY,892137302-1 | 192137302-1 | 8921373021,892137302-1 | 192137302-1 | PURE WHITE | SOCKS | SOCKS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892137302-4,192137302-4,21Q3,2021,MEN,SOCKS,SPORTS SOCKS,CROSS TRAINING,,,SOCKS,,BASIC BLACK,32S COMBED COTTON,CROSS-TRAINING,,,PRS,49,,,,PENDING,PENDING,MASTER_ONLY,892137302-4 | 192137302-4 | 8921373024,892137302-4 | 192137302-4 | BASIC BLACK | SOCKS | SOCKS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892137305-1,192137305-1,21Q3,2021,UNISEX,SOCKS,INVISIBLE SOCKS,CROSS TRAINING,,,SOCKS,,PURE WHITE,32S COMBED COTTON,CROSS-TRAINING,,,PRS,99.00000000000001,,,,PENDING,PENDING,MASTER_ONLY,892137305-1 | 192137305-1 | 8921373051,892137305-1 | 192137305-1 | PURE WHITE | SOCKS | SOCKS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892137305-2,192137305-2,21Q3,2021,UNISEX,SOCKS,INVISIBLE SOCKS,CROSS TRAINING,,,SOCKS,,LIGHT HEATHER GRAY,32S COMBED COTTON,CROSS-TRAINING,,,PRS,99.00000000000001,,,,PENDING,PENDING,MASTER_ONLY,892137305-2 | 192137305-2 | 8921373052,892137305-2 | 192137305-2 | LIGHT HEATHER GRAY | SOCKS | SOCKS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892137305-3,192137305-3,21Q3,2021,UNISEX,SOCKS,INVISIBLE SOCKS,CROSS TRAINING,,,SOCKS,,BASIC BLACK,32S COMBED COTTON,CROSS-TRAINING,,,PRS,99.00000000000001,,,,PENDING,PENDING,MASTER_ONLY,892137305-3 | 192137305-3 | 8921373053,892137305-3 | 192137305-3 | BASIC BLACK | SOCKS | SOCKS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892137306-1,192137306-1,21Q3,2021,MEN,SOCKS,INVISIBLE SOCKS,CROSS TRAINING,,,SOCKS,,PURE WHITE,32S COMBED COTTON,CROSS-TRAINING,,,PRS,99.00000000000001,,,,PENDING,PENDING,MASTER_ONLY,892137306-1 | 192137306-1 | 8921373061,892137306-1 | 192137306-1 | PURE WHITE | SOCKS | SOCKS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892137306-2,192137306-2,21Q3,2021,MEN,SOCKS,INVISIBLE SOCKS,CROSS TRAINING,,,SOCKS,,PURE WHITE,32S COMBED COTTON,CROSS-TRAINING,,,PRS,99.00000000000001,,,,PENDING,PENDING,MASTER_ONLY,892137306-2 | 192137306-2 | 8921373062,892137306-2 | 192137306-2 | PURE WHITE | SOCKS | SOCKS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892137306-3,192137306-3,21Q3,2021,MEN,SOCKS,INVISIBLE SOCKS,CROSS TRAINING,,,SOCKS,,WEAR PURPLE,32S COMBED COTTON,CROSS-TRAINING,,,PRS,99.00000000000001,,,,PENDING,PENDING,MASTER_ONLY,892137306-3 | 192137306-3 | 8921373063,892137306-3 | 192137306-3 | WEAR PURPLE | SOCKS | SOCKS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892137306-4,192137306-4,21Q3,2021,MEN,SOCKS,INVISIBLE SOCKS,CROSS TRAINING,,,SOCKS,,BASIC BLACK,32S COMBED COTTON,CROSS-TRAINING,,,PRS,99.00000000000001,,,,PENDING,PENDING,MASTER_ONLY,892137306-4 | 192137306-4 | 8921373064,892137306-4 | 192137306-4 | BASIC BLACK | SOCKS | SOCKS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892137307-1,192137307-1,21Q3,2021,MEN,SOCKS,SPORTS SOCKS,CROSS TRAINING,,,SOCKS,,LIGHT GRAY,32S LONG-STAPLE COTTON,CROSS-TRAINING,,,PRS,99.00000000000001,,,,PENDING,PENDING,MASTER_ONLY,892137307-1 | 192137307-1 | 8921373071,892137307-1 | 192137307-1 | LIGHT GRAY | SOCKS | SOCKS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892137307-2,192137307-2,21Q3,2021,MEN,SOCKS,SPORTS SOCKS,CROSS TRAINING,,,SOCKS,,SEA FOG BLUE,32S LONG-STAPLE COTTON,CROSS-TRAINING,,,PRS,99.00000000000001,,,,PENDING,PENDING,MASTER_ONLY,892137307-2 | 192137307-2 | 8921373072,892137307-2 | 192137307-2 | SEA FOG BLUE | SOCKS | SOCKS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892137311-3,192137311-3,21Q3,2021,MEN,SOCKS,SPORTS SOCKS,CROSS TRAINING,,,SOCKS,,LIGHT HEATHER GRAY,32S COMBED COTTON,CROSS-TRAINING,,,PRS,99.00000000000001,,,,PENDING,PENDING,MASTER_ONLY,892137311-3 | 192137311-3 | 8921373113,892137311-3 | 192137311-3 | LIGHT HEATHER GRAY | SOCKS | SOCKS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892137311-4,192137311-4,21Q3,2021,MEN,SOCKS,SPORTS SOCKS,CROSS TRAINING,,,SOCKS,,BASIC BLACK,32S COMBED COTTON,CROSS-TRAINING,,,PRS,99.00000000000001,,,,PENDING,PENDING,MASTER_ONLY,892137311-4 | 192137311-4 | 8921373114,892137311-4 | 192137311-4 | BASIC BLACK | SOCKS | SOCKS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892137971-2,192137971-2,21Q3,2021,MEN,CLOTHING,SPORTS UNDERWEAR,CROSS TRAINING,,,UNDERWEAR,,DARK HEATHER GRAY,COTTON-SPANDEX CLOTH,SPORTS UNDERWEAR,,,PCS,149,,,,PENDING,PENDING,MASTER_ONLY,892137971-2 | 192137971-2 | 8921379712,892137971-2 | 192137971-2 | DARK HEATHER GRAY | CLOTHING | UNDERWEAR,PENDING,,,,,,,,,,,,PENDING_REVIEW
892137971-3,192137971-3,21Q3,2021,MEN,CLOTHING,SPORTS UNDERWEAR,CROSS TRAINING,,,UNDERWEAR,,LIGHT HEATHER GRAY,COTTON-SPANDEX CLOTH,SPORTS UNDERWEAR,,,PCS,149,,,,PENDING,PENDING,MASTER_ONLY,892137971-3 | 192137971-3 | 8921379713,892137971-3 | 192137971-3 | LIGHT HEATHER GRAY | CLOTHING | UNDERWEAR,PENDING,,,,,,,,,,,,PENDING_REVIEW
892137972-1,192137972-1,21Q3,2021,MEN,CLOTHING,SPORTS UNDERWEAR,CROSS TRAINING,,,UNDERWEAR,,BASIC BLACK,COTTON MODAL CLOTH,SPORTS UNDERWEAR,,,PCS,199,,,,PENDING,PENDING,MASTER_ONLY,892137972-1 | 192137972-1 | 8921379721,892137972-1 | 192137972-1 | BASIC BLACK | CLOTHING | UNDERWEAR,PENDING,,,,,,,,,,,,PENDING_REVIEW
892137972-2,192137972-2,21Q3,2021,MEN,CLOTHING,SPORTS UNDERWEAR,CROSS TRAINING,,,UNDERWEAR,,DEEP GRAY,COTTON MODAL CLOTH,SPORTS UNDERWEAR,,,PCS,199,,,,PENDING,PENDING,MASTER_ONLY,892137972-2 | 192137972-2 | 8921379722,892137972-2 | 192137972-2 | DEEP GRAY | CLOTHING | UNDERWEAR,PENDING,,,,,,,,,,,,PENDING_REVIEW
892137972-4,192137972-4,21Q3,2021,MEN,CLOTHING,SPORTS UNDERWEAR,CROSS TRAINING,,,UNDERWEAR,,GRAY BLUE,COTTON MODAL CLOTH,SPORTS UNDERWEAR,,,PCS,199,,,,PENDING,PENDING,MASTER_ONLY,892137972-4 | 192137972-4 | 8921379724,892137972-4 | 192137972-4 | GRAY BLUE | CLOTHING | UNDERWEAR,PENDING,,,,,,,,,,,,PENDING_REVIEW
892137973-1,192137973-1,21Q3,2021,MEN,CLOTHING,SPORTS UNDERWEAR,CROSS TRAINING,,,UNDERWEAR,,BASIC BLACK,60S MODAL,SPORTS UNDERWEAR,,,PCS,199,,,,PENDING,PENDING,MASTER_ONLY,892137973-1 | 192137973-1 | 8921379731,892137973-1 | 192137973-1 | BASIC BLACK | CLOTHING | UNDERWEAR,PENDING,,,,,,,,,,,,PENDING_REVIEW
892138123-1,192138123-1,21Q3,2021,WOMEN,BAGS,SATCHEL,LIFE STYLE,,,BAGS,,BASIC BLACK,PU,SATCHEL,,,PCS,498.99999999999994,,,,PENDING,PENDING,MASTER_ONLY,892138123-1 | 192138123-1 | 8921381231,892138123-1 | 192138123-1 | BASIC BLACK | BAGS | BAGS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892138123-3,192138123-3,21Q3,2021,WOMEN,BAGS,SATCHEL,LIFE STYLE,,,BAGS,,PAPYRUS WHITE,PU,SATCHEL,,,PCS,498.99999999999994,,,,PENDING,PENDING,MASTER_ONLY,892138123-3 | 192138123-3 | 8921381233,892138123-3 | 192138123-3 | PAPYRUS WHITE | BAGS | BAGS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892138132-1,192138132-1,21Q3,2021,UNISEX,BAGS,CHEST BAG,LIFE STYLE,,,BAGS,,BASIC BLACK,PU,CHEST BAG,,,PCS,599,,,,PENDING,PENDING,MASTER_ONLY,892138132-1 | 192138132-1 | 8921381321,892138132-1 | 192138132-1 | BASIC BLACK | BAGS | BAGS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892138132-2,192138132-2,21Q3,2021,UNISEX,BAGS,CHEST BAG,LIFE STYLE,,,BAGS,,CHIP GRAY,272 TWILL,CHEST BAG,,,PCS,599,,,,PENDING,PENDING,MASTER_ONLY,892138132-2 | 192138132-2 | 8921381322,892138132-2 | 192138132-2 | CHIP GRAY | BAGS | BAGS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892138143-2,192138143-2,21Q3,2021,UNISEX,BAGS,CHEST BAG,LIFE STYLE,,,BAGS,,PURPLE/BASIC BLACK,PLAINWEAVE/PU,CHEST BAG,,,PCS,449,,,,PENDING,PENDING,MASTER_ONLY,892138143-2 | 192138143-2 | 8921381432,892138143-2 | 192138143-2 | PURPLE/BASIC BLACK | BAGS | BAGS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892138143-3,192138143-3,21Q3,2021,WOMEN,BAGS,CHEST BAG,LIFE STYLE,,,BAGS,,STRONG MILD RED,PLAINWEAVE/PU,CHEST BAG,,,PCS,449,,,,PENDING,PENDING,MASTER_ONLY,892138143-3 | 192138143-3 | 8921381433,892138143-3 | 192138143-3 | STRONG MILD RED | BAGS | BAGS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892138143-4,192138143-4,21Q3,2021,UNISEX,BAGS,CHEST BAG,LIFE STYLE,,,BAGS,,BRIGHT BLUE,PLAINWEAVE/PU,CHEST BAG,,,PCS,449,,,,PENDING,PENDING,MASTER_ONLY,892138143-4 | 192138143-4 | 8921381434,892138143-4 | 192138143-4 | BRIGHT BLUE | BAGS | BAGS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892138143-5,192138143-5,21Q3,2021,UNISEX,BAGS,CHEST BAG,LIFE STYLE,,,BAGS,,BLACK BLUE,PLAINWEAVE/PU,CHEST BAG,,,PCS,449,,,,PENDING,PENDING,MASTER_ONLY,892138143-5 | 192138143-5 | 8921381435,892138143-5 | 192138143-5 | BLACK BLUE | BAGS | BAGS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892138143-6,192138143-6,21Q3,2021,UNISEX,BAGS,CHEST BAG,LIFE STYLE,,,BAGS,,BLACK-YELLOW,PLAINWEAVE/PU,CHEST BAG,,,PCS,449,,,,PENDING,PENDING,MASTER_ONLY,892138143-6 | 192138143-6 | 8921381436,892138143-6 | 192138143-6 | BLACK-YELLOW | BAGS | BAGS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892138144-1,192138144-1,21Q3,2021,WOMEN,BAGS,CHEST BAG,LIFE STYLE,,,BAGS,,BASIC BLACK,PU,CHEST BAG,,,PCS,498.99999999999994,,,,PENDING,PENDING,MASTER_ONLY,892138144-1 | 192138144-1 | 8921381441,892138144-1 | 192138144-1 | BASIC BLACK | BAGS | BAGS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892138144-3,192138144-3,21Q3,2021,WOMEN,BAGS,CHEST BAG,LIFE STYLE,,,BAGS,,PAPYRUS WHITE,PU,CHEST BAG,,,PCS,498.99999999999994,,,,PENDING,PENDING,MASTER_ONLY,892138144-3 | 192138144-3 | 8921381443,892138144-3 | 192138144-3 | PAPYRUS WHITE | BAGS | BAGS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892138151-1,192138151-1,21Q3,2021,UNISEX,BAGS,BACKPACK,LIFE STYLE,,,BAGS,,BLACK BLUE,PLAINWEAVE/PU,BACKPACK,,,PCS,599,,,,PENDING,PENDING,MASTER_ONLY,892138151-1 | 192138151-1 | 8921381511,892138151-1 | 192138151-1 | BLACK BLUE | BAGS | BAGS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892138151-2,192138151-2,21Q3,2021,UNISEX,BAGS,BACKPACK,LIFE STYLE,,,BAGS,,BLACK-YELLOW,PLAINWEAVE/PU,BACKPACK,,,PCS,599,,,,PENDING,PENDING,MASTER_ONLY,892138151-2 | 192138151-2 | 8921381512,892138151-2 | 192138151-2 | BLACK-YELLOW | BAGS | BAGS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892138151-3,192138151-3,21Q3,2021,UNISEX,BAGS,BACKPACK,LIFE STYLE,,,BAGS,,BLOSSOM PINK/BUBBLY PURPLE,PLAINWEAVE/PU,BACKPACK,,,PCS,599,,,,PENDING,PENDING,MASTER_ONLY,892138151-3 | 192138151-3 | 8921381513,892138151-3 | 192138151-3 | BLOSSOM PINK/BUBBLY PURPLE | BAGS | BAGS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892138151-4,192138151-4,21Q3,2021,UNISEX,BAGS,BACKPACK,LIFE STYLE,,,BAGS,,PURPLE/BASIC BLACK,PLAINWEAVE/PU,BACKPACK,,,PCS,599,,,,PENDING,PENDING,MASTER_ONLY,892138151-4 | 192138151-4 | 8921381514,892138151-4 | 192138151-4 | PURPLE/BASIC BLACK | BAGS | BAGS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892138151-6,192138151-6,21Q3,2021,UNISEX,BAGS,BACKPACK,LIFE STYLE,,,BAGS,,BRIGHT BLUE,PLAINWEAVE/PU,BACKPACK,,,PCS,599,,,,PENDING,PENDING,MASTER_ONLY,892138151-6 | 192138151-6 | 8921381516,892138151-6 | 192138151-6 | BRIGHT BLUE | BAGS | BAGS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892138151-7,192138151-7,21Q3,2021,WOMEN,BAGS,BACKPACK,LIFE STYLE,,,BAGS,,STRONG MILD RED,PLAINWEAVE/PU,BACKPACK,,,PCS,599,,,,PENDING,PENDING,MASTER_ONLY,892138151-7 | 192138151-7 | 8921381517,892138151-7 | 192138151-7 | STRONG MILD RED | BAGS | BAGS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892138153-1,192138153-1,21Q3,2021,UNISEX,BAGS,BACKPACK,LIFE STYLE,,,BAGS,,BASIC BLACK,TWILL/PU,BACKPACK,,,PCS,749,,,,PENDING,PENDING,MASTER_ONLY,892138153-1 | 192138153-1 | 8921381531,892138153-1 | 192138153-1 | BASIC BLACK | BAGS | BAGS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892138153-2,192138153-2,21Q3,2021,UNISEX,BAGS,BACKPACK,LIFE STYLE,,,BAGS,,BLACK-YELLOW,TWILL/PU,BACKPACK,,,PCS,749,,,,PENDING,PENDING,MASTER_ONLY,892138153-2 | 192138153-2 | 8921381532,892138153-2 | 192138153-2 | BLACK-YELLOW | BAGS | BAGS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892138153-3,192138153-3,21Q3,2021,WOMEN,BAGS,BACKPACK,LIFE STYLE,,,BAGS,,SPLENDID PINK,TWILL/PU,BACKPACK,,,PCS,749,,,,PENDING,PENDING,MASTER_ONLY,892138153-3 | 192138153-3 | 8921381533,892138153-3 | 192138153-3 | SPLENDID PINK | BAGS | BAGS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892138154-1,192138154-1,21Q3,2021,UNISEX,BAGS,BACKPACK,LIFE STYLE,,,BAGS,,BASIC BLACK,TWILL/PU,BACKPACK,,,PCS,849,,,,PENDING,PENDING,MASTER_ONLY,892138154-1 | 192138154-1 | 8921381541,892138154-1 | 192138154-1 | BASIC BLACK | BAGS | BAGS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892138155-1,192138155-1,21Q3,2021,WOMEN,BAGS,BACKPACK,LIFE STYLE,,,BAGS,,BASIC BLACK,PU,BACKPACK,,,PCS,699,,,,PENDING,PENDING,MASTER_ONLY,892138155-1 | 192138155-1 | 8921381551,892138155-1 | 192138155-1 | BASIC BLACK | BAGS | BAGS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892138155-2,192138155-2,21Q3,2021,WOMEN,BAGS,BACKPACK,LIFE STYLE,,,BAGS,,PAPYRUS WHITE,PU,BACKPACK,,,PCS,699,,,,PENDING,PENDING,MASTER_ONLY,892138155-2 | 192138155-2 | 8921381552,892138155-2 | 192138155-2 | PAPYRUS WHITE | BAGS | BAGS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892138156-1,192138156-1,21Q3,2021,WOMEN,BAGS,BACKPACK,LIFE STYLE,,,BAGS,,BASIC BLACK,PU,BACKPACK,,,PCS,749,,,,PENDING,PENDING,MASTER_ONLY,892138156-1 | 192138156-1 | 8921381561,892138156-1 | 192138156-1 | BASIC BLACK | BAGS | BAGS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892138157-1,192138157-1,21Q3,2021,UNISEX,BAGS,BACKPACK,LIFE STYLE,,,BAGS,,BASIC BLACK,PU,BACKPACK,,,PCS,1149,,,,PENDING,PENDING,MASTER_ONLY,892138157-1 | 192138157-1 | 8921381571,892138157-1 | 192138157-1 | BASIC BLACK | BAGS | BAGS,PENDING,,,,,,,,,,,,PENDING_REVIEW
892138231-1,192138231-1,21Q3,2021,UNISEX,ACCESSORIES,SUNBONNET,LIFE STYLE,,,CAP,,BASIC BLACK,POLYESTER,SUNBONNET,,,PCS,299,,,,PENDING,PENDING,MASTER_ONLY,892138231-1 | 192138231-1 | 8921382311,892138231-1 | 192138231-1 | BASIC BLACK | ACCESSORIES | CAP,PENDING,,,,,,,,,,,,PENDING_REVIEW
892138231-2,192138231-2,21Q3,2021,UNISEX,ACCESSORIES,SUNBONNET,LIFE STYLE,,,CAP,,PAPYRUS WHITE/BASIC BLACK,POLYESTER,SUNBONNET,,,PCS,299,,,,PENDING,PENDING,MASTER_ONLY,892138231-2 | 192138231-2 | 8921382312,892138231-2 | 192138231-2 | PAPYRUS WHITE/BASIC BLACK | ACCESSORIES | CAP,PENDING,,,,,,,,,,,,PENDING_REVIEW
892138252-1,192138252-1,21Q3,2021,UNISEX,ACCESSORIES,SUNBONNET,LIFE STYLE,,,CAP,,BASIC BLACK,POLYESTER,SUNBONNET,,,PCS,249,,,,PENDING,PENDING,MASTER_ONLY,892138252-1 | 192138252-1 | 8921382521,892138252-1 | 192138252-1 | BASIC BLACK | ACCESSORIES | CAP,PENDING,,,,,,,,,,,,PENDING_REVIEW
892138252-2,192138252-2,21Q3,2021,UNISEX,ACCESSORIES,SUNBONNET,LIFE STYLE,,,CAP,,BASIC BLACK/DEEP GRAY,POLYESTER,SUNBONNET,,,PCS,249,,,,PENDING,PENDING,MASTER_ONLY,892138252-2 | 192138252-2 | 8921382522,892138252-2 | 192138252-2 | BASIC BLACK/DEEP GRAY | ACCESSORIES | CAP,PENDING,,,,,,,,,,,,PENDING_REVIEW
892138252-3,192138252-3,21Q3,2021,UNISEX,ACCESSORIES,SUNBONNET,LIFE STYLE,,,CAP,,BEIGE,POLYESTER,SUNBONNET,,,PCS,249,,,,PENDING,PENDING,MASTER_ONLY,892138252-3 | 192138252-3 | 8921382523,892138252-3 | 192138252-3 | BEIGE | ACCESSORIES | CAP,PENDING,,,,,,,,,,,,PENDING_REVIEW
892138253-3,192138253-3,21Q3,2021,UNISEX,ACCESSORIES,SUNBONNET,LIFE STYLE,,,CAP,,PAPYRUS WHITE,POLYESTER,SUNBONNET,,,PCS,249,,,,PENDING,PENDING,MASTER_ONLY,892138253-3 | 192138253-3 | 8921382533,892138253-3 | 192138253-3 | PAPYRUS WHITE | ACCESSORIES | CAP,PENDING,,,,,,,,,,,,PENDING_REVIEW
892138271-1,192138271-1,21Q3,2021,UNISEX,ACCESSORIES,BASEBALL HAT,LIFE STYLE,,,HAT,,BASIC BLACK,POLYESTER,BASEBALL HAT,,,PCS,249,,,,PENDING,PENDING,MASTER_ONLY,892138271-1 | 192138271-1 | 8921382711,892138271-1 | 192138271-1 | BASIC BLACK | ACCESSORIES | HAT,PENDING,,,,,,,,,,,,PENDING_REVIEW
