sku,alternate_sku,product_name,colour,category,product_type,material,rrp,review_status
82935567-5,12935567-5,,BLACK/D.RED,SHOES,RUNNING,MESH/SYNTHETIC LEATHER,849,PENDING_REVIEW
82935582-1,12935582-1,,BLACK/WHITE,SHOES,RUNNING,MESH/SYNTHETIC LEATHER,998.9999999999999,PENDING_REVIEW
82935582-3,12935582-3,,PNK/INFANT PNK/WHT,SHOES,RUNNING,MESH/SYNTHETIC LEATHER,998.9999999999999,PENDING_REVIEW
82937718-1,12937718-1,,BLACK/D.GRAY/WHITE,SHOES,CROSS TRAINING,MESH,998.9999999999999,PENDING_REVIEW
82937718-5,12937718-5,,PINK/WHITE,SHOES,CROSS TRAINING,MESH,998.9999999999999,PENDING_REVIEW
82937757-1,12937757-1,,BLACK,SHOES,CROSS TRAINING,MESH,849,PENDING_REVIEW
82937757-2,12937757-2,,WHITE/GOLD,SHOES,CROSS TRAINING,MESH,849,PENDING_REVIEW
82937757-3,12937757-3,,INFANT PINK,SHOES,CROSS TRAINING,MESH,849,PENDING_REVIEW
82938088-3,12938088-3,,BEIGE/L.BLUE,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER,1199,PENDING_REVIEW
82938840-1,12938840-1,91CLOUD,BLACK/PINK/WHITE,SHOES,LIFESTYLE,MESH,749,PENDING_REVIEW
82938840-2,12938840-2,91CLOUD,WHITE/BLACK,SHOES,LIFESTYLE,MESH,749,PENDING_REVIEW
82938840-3,12938840-3,91CLOUD,INFANT PNK/BRWN/WHT,SHOES,LIFESTYLE,MESH,749,PENDING_REVIEW
82938840-4,12938840-4,91CLOUD,GREEN/PINK/WHITE,SHOES,LIFESTYLE,MESH,749,PENDING_REVIEW
82938845-1,12938845-1,91CLOUD,BLACK/WHITE,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,849,PENDING_REVIEW
82938845-2,12938845-2,91CLOUD,WHITE/BLACK,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,849,PENDING_REVIEW
82938883-1,12938883-1,ELEVATOR SHOE,BLACK/WHITE,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,949,PENDING_REVIEW
82938883-2,12938883-2,ELEVATOR SHOE,WHITE/GRAY,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,949,PENDING_REVIEW
82938883-3,12938883-3,ELEVATOR SHOE,INFANT PINK/GOLD,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,949,PENDING_REVIEW
82945555-1,12945555-1,,BLACK/CHARCOAL GRAY/RED,SHOES,RUNNING,MESH/SYNTHETIC LEATHER,899,PENDING_REVIEW
82945555-3,12945555-3,,GRAY/L.PINK/WHITE,SHOES,RUNNING,MESH/SYNTHETIC LEATHER,899,PENDING_REVIEW
82946606-2,12946606-2,OUTDOOR TRENDY,WHITE/BLACK/PURPLE,SHOES,OUTDOOR,MESH/SYNTHETIC LEATHER,1549,PENDING_REVIEW
82947715-5,12947715-5,JOGGING,BLACK/SILVER,SHOES,CROSS TRAINING,MESH/SYNTHETIC LEATHER,749,PENDING_REVIEW
82947758-1,12947758-1,DANCE,BLACK/GOLD/WHITE,SHOES,CROSS TRAINING,SYNTHETIC LEATHER/MESH,749,PENDING_REVIEW
82947759-1,12947759-1,DANCE,BLACK,SHOES,CROSS TRAINING,MESH/SYNTHETIC LEATHER,799,PENDING_REVIEW
82947759-2,12947759-2,DANCE,WHITE/GOLD,SHOES,CROSS TRAINING,MESH/SYNTHETIC LEATHER,799,PENDING_REVIEW
852037113-2,152037113-2,,CLOUDY GREYHTHR GRY,CLOTHING,T-SHIRT,FABRIC 100%POLYESTER,349,PENDING_REVIEW
852037113-3,152037113-3,,DEEP BLUE,CLOTHING,T-SHIRT,FABRIC 100%POLYESTER,349,PENDING_REVIEW
852037113-4,152037113-4,,BASIC BLACKHTHR GRY,CLOTHING,T-SHIRT,FABRIC 100%POLYESTER,349,PENDING_REVIEW
852037126-1,152037126-1,,PURE WHITE,CLOTHING,T-SHIRT,FABRIC 92%COTTON8%SPANDEX,349,PENDING_REVIEW
852037126-3,152037126-3,,BASIC BLACK,CLOTHING,T-SHIRT,FABRIC 92%COTTON8%SPANDEX,349,PENDING_REVIEW
852038609-5,152038609-5,,BLUE/ORANGE/WHITE,CLOTHING,TRACK TOP,FABRIC A 100%POLYAMIDE FABRIC B 100%POLYESTER LINER 100%POLYESTER,899,PENDING_REVIEW
852038742-1,152038742-1,,SPARK ORANGE,CLOTHING,T-SHIRT,FABRIC 46%POLYESTER45%COTTON9%SPANDEX RIBá 76%COTTON21%POLYESTER3%SPANDEX,749,PENDING_REVIEW
852131115-2,152131115-2,SHOCK THE GAME,BASIC BLACK,CLOTHING,VEST,FABRIC EXTERIOR 100%POLYESTER LINING 100%POLYESTER,549,PENDING_REVIEW
852131118-2,152131118-2,SHOCK THE GAME,BASIC BLACK,CLOTHING,VEST,FABRIC 100%COTTON,599,PENDING_REVIEW
852131121-1,152131121-1,SHOCK THE GAME,PURE WHITE,CLOTHING,T-SHIRT,FABRIC 70%COTTON30%POLYESTER,449,PENDING_REVIEW
852131127-2,152131127-2,TRANSFORMATION,BASIC BLACK,CLOTHING,T-SHIRT,FABRIC 56%MODAL44%POLYESTER,599,PENDING_REVIEW
852131132-2,152131132-2,SHOCK THE GAME,BASIC BLACK,CLOTHING,T-SHIRT,FABRIC 79%COTTON21%POLYESTER,449,PENDING_REVIEW
852131214-3,152131214-3,SHOCK THE GAME,LUMINESCENT GREEN,CLOTHING,SHORTS,FABRIC 100%POLYESTER LINER/POCKET FABRIC 100%POLYESTER,599,PENDING_REVIEW
852131405-3,152131405-3,SHOCK THE GAME,BASIC BLACK,CLOTHING,T-SHIRT,BODY 77%COTTON23%POLYESTER LONG SLEEVE 73%COTTON27%POLYESTER,599,PENDING_REVIEW
852131607-1,152131607-1,SHOCK THE GAME,PURE WHITE/BLACK,CLOTHING,TRACK TOP,FABRIC NON WHITE 100%POLYAMIDE WHITE 100%POLYESTER LINER 100%POLYESTER,1149,PENDING_REVIEW
852131607-3,152131607-3,SHOCK THE GAME,LUMINESCENT GREEN/BASIC BLACK,CLOTHING,TRACK TOP,FABRIC NON WHITE 100%POLYAMIDE WHITE 100%POLYESTER LINER 100%POLYESTER,1149,PENDING_REVIEW
852131609-3,152131609-3,WILDWATER,BLACK/KOALA GREY,CLOTHING,TRACK TOP,FABRIC 100%POLYESTER LINER 100%POLYESTER,1149,PENDING_REVIEW
852131710-1,152131710-1,TRANSFORMATION,OAK RED,CLOTHING,SWEAT SHIRT,FABRIC 55%COTTON45%POLYESTER RIBá 60%COTTON35%POLYESTER5%SPANDEX,1049,PENDING_REVIEW
852131710-2,152131710-2,TRANSFORMATION,SEA FOG BLUE,CLOTHING,SWEAT SHIRT,FABRIC 55%COTTON45%POLYESTER RIBá 60%COTTON35%POLYESTER5%SPANDEX,1049,PENDING_REVIEW
852131720-1,152131720-1,SHOCK THE GAME,BC17 HEATHER GREY,CLOTHING,TRACK TOP,FABRIC 55%COTTON45%POLYESTER(CONTAIN TRACES OF OTHER FIBERS),1049,PENDING_REVIEW
852131720-2,152131720-2,SHOCK THE GAME,BASIC BLACK,CLOTHING,TRACK TOP,FABRIC 55%COTTON45%POLYESTER,1049,PENDING_REVIEW
852131723-2,152131723-2,TRANSFORMATION,BASIC BLACK,CLOTHING,TRACK TOP,BODY 82%COTTON18%POLYESTER PANEL 100%POLYAMIDE RIBá 60%COTTON35%POLYESTER5%SPANDEX,1249,PENDING_REVIEW
852135106-3,152135106-3,C100,BLUE,CLOTHING,T-SHIRT,FABRIC 100%POLYESTER,349,PENDING_REVIEW
852135603-1,152135603-1,C100,BLUE,CLOTHING,TRACK TOP,FABRIC 83%POLYESTER17%SPANDEX POCKET FABRIC:100%POLYESTER,949,PENDING_REVIEW
852135603-3,152135603-3,C100,CANDLE ASH GREY,CLOTHING,TRACK TOP,FABRIC 83%POLYESTER17%SPANDEX POCKET FABRIC:100%POLYESTER,949,PENDING_REVIEW
852135604-1,152135604-1,C100,BLUE,CLOTHING,TRACK TOP,FABRIC 100%POLYESTER,899,PENDING_REVIEW
852135604-2,152135604-2,C100,BASIC BLACK,CLOTHING,TRACK TOP,FABRIC 100%POLYESTER,899,PENDING_REVIEW
852135701-1,152135701-1,C100,BLUE,CLOTHING,TRACK TOP,BODY 76%POLYAMIDE24%SPANDEX PANEL 96%POLYESTER4%SPANDEX,799,PENDING_REVIEW
852135701-2,152135701-2,C100,BASIC BLACK,CLOTHING,TRACK TOP,BODY 76%POLYAMIDE24%SPANDEX PANEL 96%POLYESTER4%SPANDEX,799,PENDING_REVIEW
852137126-1,152137126-1,AEH,PURE WHITE,CLOTHING,T-SHIRT,FABRIC 50%RAYON42%POLYAMIDE8%SPANDEX,599,PENDING_REVIEW
852137705-2,152137705-2,AEH,DEEP BLUE,CLOTHING,TRACK TOP,FABRIC 100%POLYESTER POCKET FABRIC 100%POLYESTER,1149,PENDING_REVIEW
852137705-3,152137705-3,AEH,BASIC BLACK,CLOTHING,TRACK TOP,FABRIC 100%POLYESTER POCKET FABRIC 100%POLYESTER,1149,PENDING_REVIEW
852137707-3,152137707-3,BASIC TRAINING,VISTA BLUE,CLOTHING,HOODIES,FABRIC 55%COTTON45%POLYESTER,799,PENDING_REVIEW
852137707-4,152137707-4,BASIC TRAINING,BASIC BLACK,CLOTHING,HOODIES,FABRIC 55%COTTON45%POLYESTER,799,PENDING_REVIEW
852137711-3,152137711-3,BASIC TRAINING,H185R HEATHER GREY,CLOTHING,TRACK TOP,FABRIC 52%COTTON48%POLYESTER(CONTAIN TRACES OF OTHER FIBERS),899,PENDING_REVIEW
852138101-4,152138101-4,SUMMER SURFING,BASIC BLACK,CLOTHING,T-SHIRT,FABRIC 60%COTTON40%POLYAMIDE,449,PENDING_REVIEW
852138119-2,152138119-2,LIFESTYLE,BASIC BLACK,CLOTHING,T-SHIRT,FABRIC 65%COTTON35%POLYESTER,549,PENDING_REVIEW
852138401-2,152138401-2,SUMMER SURFING,BASIC BLACK,CLOTHING,T-SHIRT,FABRIC 56%COTTON44%POLYESTER,599,PENDING_REVIEW
852138722-1,152138722-1,SUMMER SURFING,GREY SUIT,CLOTHING,HOODIES,FABRIC 74%COTTON26%POLYESTER,949,PENDING_REVIEW
852241738S-4,152241738S-4,LET'S ROCK IT,BASIC BLACK,CLOTHING,SWEAT SHIRT,55%COTTON45%POLYESTER RIB 60%COTTON35%POLYESTER5%ELASTANE,949,PENDING_REVIEW
852321157-2,152321157-2,PRO,GREY,CLOTHING,JERSEY,FABRIC 100%POLYESTER,349,PENDING_REVIEW
852321223-1,152321223-1,PRO,GREY,CLOTHING,GAME SUIT,TOPS FABRIC 100%POLYESTER BOTTOMS FABRIC 100%POLYESTER,498.99999999999994,PENDING_REVIEW
852321223-3,152321223-3,PRO,GREY,CLOTHING,GAME SUIT,TOPS FABRIC 100%POLYESTER BOTTOMS FABRIC 100%POLYESTER,498.99999999999994,PENDING_REVIEW
852321223-4,152321223-4,PRO,GREY,CLOTHING,GAME SUIT,TOPS FABRIC 100%POLYESTER BOTTOMS FABRIC 100%POLYESTER,498.99999999999994,PENDING_REVIEW
85731202-3,15731202-3,,BLUE SILK,CLOTHING,GAME SUIT,100% POLYESTER,449,PENDING_REVIEW
85737618-2,15737618-2,,BASIC BLACK,CLOTHING,TRACK TOP,100% NYLON,1049,PENDING_REVIEW
85745430-2,15745430-2,,RED[HEATHER GREY],CLOTHING,T-SHIRT,84%POLYESTER 16%SPANDEX,599,PENDING_REVIEW
85745430-3,15745430-3,,DUCK BLUE[HEATHER GREY],CLOTHING,T-SHIRT,84%POLYESTER 16%SPANDEX,599,PENDING_REVIEW
85841709-3,15841709-3,,B5571HEATHER PURPLE,CLOTHING,HOODIES,68%COTTON 32%POLYESTER,998.9999999999999,PENDING_REVIEW
85921150-3,15921150-3,KT,BLUE,CLOTHING,T-SHIRT,79%COTTON17%POLYAMIDE4%SPANDEX,449,PENDING_REVIEW
85921180-2,15921180-2,,BASIC BLACK,CLOTHING,T-SHIRT,92%COTTON 8%SPANDEX,399,PENDING_REVIEW
85937746-3,15937746-3,KM,BASIC BLACK,CLOTHING,PANT,58%COTTON42%POLYESTER,849,PENDING_REVIEW
862035112-7,162035112-7,PROFESSIONAL RUNNING,PURPLE,CLOTHING,T-SHIRT,BODY 89%POLYAMIDE11%SPANDEX PANEL 94%POLYAMIDE6%SPANDEX,649,PENDING_REVIEW
862037110-2,162037110-2,,BASIC BLACK,CLOTHING,BRA,BODY 81%POLYESTER19%SPANDEX PANEL/LINER MESH 85%POLYAMIDE15%SPANDEX CUP FABRIC 100%POLYESTER,599,PENDING_REVIEW
862038727-1,162038727-1,,PAPYRUS WHITE,CLOTHING,T-SHIRT,FABRIC 94%COTTON6%POLYESTER RIBá 60%COTTON35%POLYESTER5%SPANDEX,649,PENDING_REVIEW
862137102-1,162137102-1,CROSS TRAINING,BASIC BLACK,CLOTHING,TANK,FABRIC 55%POLYAMIDE45%SPANDEX LINER MESH 85%POLYAMIDE15%SPANDEXCUP FBRC 100%PLYSTR RBN EXCLD,599,PENDING_REVIEW
862137102-2,162137102-2,CROSS TRAINING,CONSTELLATION BLUE,CLOTHING,TANK,FABRIC 55%POLYAMIDE45%SPANDEX LINER MESH 85%POLYAMIDE15%SPANDEXCUP FBRC 100%PLYSTR RBN EXCLD,599,PENDING_REVIEW
862137104-3,162137104-3,CROSS TRAINING,BASIC BLACK,CLOTHING,TANK,FRONT/SHOULDER STRAP 72%POLYAMIDE28%SPANDEX BACK 75%POLYMD25%SPNDX LNR72%PLYAMD28%SPNDX,449,PENDING_REVIEW
862137109-4,162137109-4,CROSS TRAINING,BASIC BLACK,CLOTHING,TANK,FABRIC 55%PLYMD45%SPNDX LINER:DBL FCD CLTH 55%PLYMID45%SPNDX MSH 85%PLYMID 15%SPNDX RIBBON EXE,699,PENDING_REVIEW
862137704-1,162137704-1,BASIC TRAINING,WHITE,CLOTHING,HOODIES,FABRIC 84%COTTON9%POLYESTER7%SPANDEX,899,PENDING_REVIEW
