sku,alternate_sku,product_name,colour,category,product_type,material,rrp,review_status
812138841-4,112138841-4,FASHION,BLACK,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/TPU/PP,1149,PENDING_REVIEW
812138850-1,112138850-1,91CLASSIC,CHARCOAL GRAY/BLACK,SHOES,LIFESTYLE,MESH/SYNTHE PU/COW SUEDE,949,PENDING_REVIEW
812138850-3,112138850-3,91CLASSIC,BEIGE/BROWN,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER,949,PENDING_REVIEW
812138860-1,112138860-1,LTTLE FASHION WRSHIP,BEIGE/GRAY,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/TPU/PP,799,PENDING_REVIEW
812138860-2,112138860-2,LTTLE FASHION WRSHIP,BEIGE/L.SLVR GRY/BLU,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/TPU/PP,799,PENDING_REVIEW
812141101-1,112141101-1,KT7,BLACK/WHITE/SANDSTORM GREY,SHOES,BASKETBALL,MESH/PP FILM/SYNTHE PU,3649,PENDING_REVIEW
812141101-3,112141101-3,KT7,BLACK,SHOES,BASKETBALL,MESH/PP FILM/SYNTHE PU,3649,PENDING_REVIEW
812141101-4,112141101-4,KT7,BLACK,SHOES,BASKETBALL,MESH/PP FILM/SYNTHE PU,3649,PENDING_REVIEW
812141101-5,112141101-5,KT7,BLACK,SHOES,BASKETBALL,MESH/PP FILM/SYNTHE PU,3649,PENDING_REVIEW
812141101-7,112141101-7,KT7,BLACK,SHOES,BASKETBALL,MESH/PP FILM/SYNTHE PU,3649,PENDING_REVIEW
812141101-8,112141101-8,KT7,BLACK,SHOES,BASKETBALL,MESH/PP FILM/SYNTHE PU,3649,PENDING_REVIEW
812141101-9,112141101-9,KT7,SLIVER/BLACK/GRAY,SHOES,BASKETBALL,MESH/SYNTHETIC LEATHER/PP/TPU,3649,PENDING_REVIEW
812141105-1,112141105-1,GH2,BLACK,SHOES,BASKETBALL,SYNTHE PU/MESH,1849,PENDING_REVIEW
812141105-2,112141105-2,GH2,IVORY WHITE/PURPLE,SHOES,BASKETBALL,MESH/SYNTHE PU,1849,PENDING_REVIEW
812141105-3,112141105-3,GH2,SEDIMENT GRAY/MAGIC CARPET GRAY,SHOES,BASKETBALL,SYNTHE PU/MESH,1849,PENDING_REVIEW
812141105-4,112141105-4,GH2,GRAY,SHOES,BASKETBALL,MESH/SYNTHE PU,1849,PENDING_REVIEW
812141605-11,112141605-11,,BLACK/SANDSTORM GRAY,SHOES,BASKETBALL,MESH/SYNTHE PU,1349,PENDING_REVIEW
812141605-6,112141605-6,,BLACK/IVORY WHITE,SHOES,BASKETBALL,MESH/SYNTHE PU,1349,PENDING_REVIEW
812141609-4,112141609-4,MOUNTAIN,SEDIMENT GRAY/BLACK,SHOES,BASKETBALL,MESH,1399,PENDING_REVIEW
812141614-5,112141614-5,BADAO,BLACK/BLUE INK/LIGHT FOG GREY,SHOES,BASKETBALL,MESH/SYNTHE PU/PP FILM,1598.9999999999998,PENDING_REVIEW
812141614-6,112141614-6,BADAO,BLACK/BLUE SILK GREEN,SHOES,BASKETBALL,MESH/SYNTHE PU/PP FILM,1598.9999999999998,PENDING_REVIEW
812148066-1,112148066-1,THICK SOLE,WHITE/BLACK,SHOES,LIFESTYLE,SYNTHE PU/MESH,799,PENDING_REVIEW
812148066-3,112148066-3,THICK SOLE,WHITE/BLACK/RED,SHOES,LIFESTYLE,SYNTHE PU/MESH,799,PENDING_REVIEW
812148073-1,112148073-1,ICEBREAKER,FOAM GREEN/MUDDY BLUE,SHOES,LIFESTYLE,TOP LAYER LEATHER/SYNTHE PU,1349,PENDING_REVIEW
812148073-2,112148073-2,ICEBREAKER,YELLOW ORANGE/WHITE/PINK PURPLE,SHOES,LIFESTYLE,TOP LAYER LEATHER/SYNTHE PU,1349,PENDING_REVIEW
812148073-4,112148073-4,ICEBREAKER,BLACK/WHITE,SHOES,LIFESTYLE,TOP LAYER LEATHER/SYNTHE PU,1349,PENDING_REVIEW
812148080-1,112148080-1,,BLACK/SANDSTORM GRAY,SHOES,LIFESTYLE,MESH/SYNTHE PU/PP FILM,1449,PENDING_REVIEW
812148080-3,112148080-3,WEIFENG2.0,BLACK,SHOES,LIFESTYLE,MESH/SYNTHE PU/PP FILM,1449,PENDING_REVIEW
812148080-7,112148080-7,WEIFENG2.0,IVORY WHITE/SANDSTORM GREY/BLACK,SHOES,LIFESTYLE,MESH/SYNTHE PU/PP FILM,1449,PENDING_REVIEW
812148088-2,112148088-2,ROARING FLAME2.0,BLACK,SHOES,LIFESTYLE,SYNTHE PU/MESH/TPU,1049,PENDING_REVIEW
812148088-4,112148088-4,ROARING FLAME2.0,BLACK,SHOES,LIFESTYLE,SYNTHE PU/MESH/TPU,1049,PENDING_REVIEW
812148808-3,112148808-3,RUBIK'S CUBE5.0,LIGHT STEEL BLUE/BLUE/BLACK,SHOES,LIFESTYLE,MESH/SYNTHE PU/PP FILM/SUEDE SPLIT,1049,PENDING_REVIEW
812148850-3,112148850-3,AT91,IVORY WHITE/BLUE/BLACK,SHOES,LIFESTYLE,MESH/SYNTHE PU/TPU,1249,PENDING_REVIEW
812148850-4,112148850-4,AT91,BLACK,SHOES,LIFESTYLE,MESH/SYNTHE PU/TPU,1249,PENDING_REVIEW
812148850-5,112148850-5,AT91,BLACK,SHOES,LIFESTYLE,MESH/SYNTHE PU/TPU,1249,PENDING_REVIEW
812148851-1,112148851-1,AT91,BLACK,SHOES,LIFESTYLE,MESH/PP FILM/SYNTHE PU,1849,PENDING_REVIEW
812148851-2,112148851-2,AT91,IVORY WHITE/BLUE,SHOES,LIFESTYLE,MESH/PP FILM/SYNTHE PU,1849,PENDING_REVIEW
812148851-3,112148851-3,AT91,BLACK,SHOES,LIFESTYLE,MESH/PP FILM/SYNTHE PU,1849,PENDING_REVIEW
812211101-2,112211101-2,KT7,BLACK,SHOES,BASKETBALL,SYNTHEPU/MESH/PP/TPU,2649,PENDING_REVIEW
812211101-3,112211101-3,KT7,BLK/LTS VLTTRQUS BLU,SHOES,BASKETBALL,MESH/PP/SYNTHE PU/TPU,2649,PENDING_REVIEW
812211101-5,112211101-5,KT7,ORNG/WHT/AQUA GRN,SHOES,BASKETBALL,MESH/PP/SYNTHE PU/TPU,2649,PENDING_REVIEW
812211101-6,112211101-6,KT7,GRY/IVRYWHT/SPD ORNG,SHOES,BASKETBALL,MESH/PP/SYNTHE PU/TPU,2649,PENDING_REVIEW
812211103-6,112211103-6,GH3,RANBW BLU/MUM ORNG,SHOES,BASKETBALL,MESH/PP/TPU,2149,PENDING_REVIEW
812211601-1,112211601-1,ALIEN3,WHITE/BLACK,SHOES,BASKETBALL,MESH/PP/SYNTHETIC LEATHER,1749,PENDING_REVIEW
812211601-2,112211601-2,ALIEN3,WHITE/LIGHT PURPLE,SHOES,BASKETBALL,MESH/PP/SYNTHETIC LEATHER,1749,PENDING_REVIEW
812211601-3,112211601-3,ALIEN3,WHT/PWDR BLU,SHOES,BASKETBALL,MESH/PP/SYNTHETIC LEATHER,1749,PENDING_REVIEW
812211601-4,112211601-4,ALIEN3,WHITE/BLACK/FOG GREY,SHOES,BASKETBALL,MESH/PP/SYNTHETIC LEATHER,1749,PENDING_REVIEW
812218050-1,112218050-1,STREET FASHION,GRY/GRY/ WHT,SHOES,LIFESTYLE,COWTOPLAYER/SYNTHEPU/MESH,1349,PENDING_REVIEW
812218050-2,112218050-2,STREET FASHION,BLK/GRY/CRBN GRY,SHOES,LIFESTYLE,COW SUEDE/COWTOPLAYER/SYNTHEPU,1349,PENDING_REVIEW
812218050-3,112218050-3,STREET FASHION,CNCRTE GRY/ WHT/BLK,SHOES,LIFESTYLE,SYNTHEPU/COWTOPLAYER/MESH,1349,PENDING_REVIEW
812218050-5,112218050-5,STREET FASHION,BLK/ WHT/CFFEE/YLLW,SHOES,LIFESTYLE,MESH/COW SUEDE/SYNTHE PU,1598.9999999999998,PENDING_REVIEW
812218052-1,112218052-1,STREET FASHION,GRY/ WHT/BEIGE YLLW,SHOES,LIFESTYLE,COW SUEDE/COWTOPLAYER/SYNTHEPU,1449,PENDING_REVIEW
812218052-2,112218052-2,STREET FASHION,BLK/ WHT/STEEL GRY,SHOES,LIFESTYLE,COW SUEDE/COWTOPLAYER/SYNTHEPU,1449,PENDING_REVIEW
812218052-3,112218052-3,STREET FASHION,BRIGHT BLU/ WHT/GRY,SHOES,LIFESTYLE,COW SUEDE/COWTOPLAYER/SYNTHEPU,1449,PENDING_REVIEW
812218072-2,112218072-2,AT91,BLK/SILVER/ WHT,SHOES,LIFESTYLE,MESH/PP/TPU,1149,PENDING_REVIEW
812218072-4,112218072-4,AT91,SDMNT GRY/BLK/YLLW,SHOES,LIFESTYLE,MESH/PP/TPU,1149,PENDING_REVIEW
812218082-2,112218082-2,G6 2.0,WHT/INDSTRY BLU/BLK,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/TPU,1349,PENDING_REVIEW
812218082-3,112218082-3,G6 2.0,WHT/CHIP GRY/BLK,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/TPU,1349,PENDING_REVIEW
812218082-4,112218082-4,G6 2.0,BLK/GRY/BCKDRP BLU,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/TPU,1349,PENDING_REVIEW
812218083-2,112218083-2,LITTLE G6 2.0,WHT/BLK/CARBON GRY,SHOES,LIFESTYLE,MESH/SYNTHE PU/TPU/PP,1149,PENDING_REVIEW
812218083-3,112218083-3,LITTLE G6 2.0,WHT/SDIMENT GRY/BLU,SHOES,LIFESTYLE,MESH/SYNTHE PU/TPU/PP,1249,PENDING_REVIEW
812218083-4,112218083-4,LITTLE G6 2.0,BLK/ WHT/SDIMNT GRY,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/TPU,1149,PENDING_REVIEW
812218084-1,112218084-1,BADAO 3.0,WHT/INK BLU/GRN,SHOES,LIFESTYLE,MESH/SYNTHE PU/PP/TPU,1598.9999999999998,PENDING_REVIEW
812218812-1,112218812-1,MIX 4.0,IVORY WHITE/GREY,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/TPU,1149,PENDING_REVIEW
812218812-2,112218812-2,MIX 4.0,BLACK/CARBON GREY,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/TPU,1149,PENDING_REVIEW
812218812-3,112218812-3,MIX 4.0,BLACK/IVORY WHITE,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/TPU,1149,PENDING_REVIEW
812218812-5,112218812-5,MIX 4.0,WHT/GRY/MNRL GRY,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER/TPU,1149,PENDING_REVIEW
812218812-6,112218812-6,MIX 4.0,WHT/YLLW/CRBN GRY,SHOES,LIFESTYLE,MESH/COW SUEDE/TPU,1349,PENDING_REVIEW
812218840-1,112218840-1,FASHION WORSHIP 2.0,GREY/CHIP GREY,SHOES,LIFESTYLE,PP/MESH,1049,PENDING_REVIEW
812218840-2,112218840-2,FASHION WORSHIP 2.0,BLACK/CARBON GREY,SHOES,LIFESTYLE,PP/MESH,1049,PENDING_REVIEW
812218840-3,112218840-3,FASHION WORSHIP 2.0,MALT LIGHT BROWN,SHOES,LIFESTYLE,PP/MESH,1049,PENDING_REVIEW
812218856-1,112218856-1,91CLASSIC,IVORY WHITE/GREY,SHOES,LIFESTYLE,MESH/SYNTHE PU/COW SUEDE,1349,PENDING_REVIEW
812218856-2,112218856-2,91CLASSIC,BLACK/GREY,SHOES,LIFESTYLE,MESH/SYNTHE PU/COW SUEDE,1349,PENDING_REVIEW
812218856-3,112218856-3,91CLASSIC,GRY/GRY/BLK,SHOES,LIFESTYLE,MESH/SYNTHE PU/COW SUEDE,1349,PENDING_REVIEW
812218856-4,112218856-4,91CLASSIC,WHT/GUM YELLOW,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER,1349,PENDING_REVIEW
812218860-6,112218860-6,GRAVITY,CRBN GRY/BLK/GRY/GRY,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,799,PENDING_REVIEW
812218860-7,112218860-7,GRAVITY,BLK/ WHT/GRY/GRY,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,799,PENDING_REVIEW
812218871-3,112218871-3,NEST 2.0,BLK/ WHT/CNCRTE GRY,SHOES,LIFESTYLE,COW SUEDE/MESH/SYNTHE PU,1349,PENDING_REVIEW
812218871-4,112218871-4,NEST 2.0,BLACK,SHOES,LIFESTYLE,COW SUEDE/MESH/SYNTHE PU,1349,PENDING_REVIEW
812231101-8,112231101-8,KT7,WHITE,SHOES,BASKETBALL,MESH/SYNTHETIC LEATHER,4599,PENDING_REVIEW
812241101-1,112241101-1,KT8,WHITE/BLUE/ORANGE,SHOES,BASKETBALL,MESH/SYNTHETIC LEATHER/TPU,2799,PENDING_REVIEW
812241101-2,112241101-2,KT8,BLACK/MIST GREY,SHOES,BASKETBALL,MESH/SYNTHETIC LEATHER/TPU,2799,PENDING_REVIEW
812241101-3,112241101-3,KT8,WHITE/BLACK,SHOES,BASKETBALL,MESH/SYNTHETIC LEATHER/TPU,2799,PENDING_REVIEW
812241101-4,112241101-4,KT8,BEIGE/BLUE/GREY,SHOES,BASKETBALL,MESH/SYNTHETIC LEATHER,2799,PENDING_REVIEW
812241101-6,112241101-6,KT8,PINK/BLUE,SHOES,BASKETBALL,MESH/SYNTHETIC LEATHER/TPU,2799,PENDING_REVIEW
812241101-8,112241101-8,KT8,WHITE/GREEN,SHOES,BASKETBALL,MESH/SYNTHETIC LEATHER/TPU,2799,PENDING_REVIEW
812241101-9,112241101-9,KT8,WHITE/RED/BLUE,SHOES,BASKETBALL,MESH/COW ACTION LEATHER/TPU,2799,PENDING_REVIEW
812241103-2,112241103-2,GH3,WHEAT KHAKI/ORANGE,SHOES,BASKETBALL,MESH/TPU/COW SUEDE,2249,PENDING_REVIEW
812241103-5,112241103-5,GH3,GREY/BEIGE,SHOES,BASKETBALL,SYNTHETIC LEATHER/MESH/TPU,2249,PENDING_REVIEW
812241103-7,112241103-7,GH3,WHITE/SILVER,SHOES,BASKETBALL,MESH/PP/TPU,2249,PENDING_REVIEW
812241103-8,112241103-8,GH3,BLUE INK/L.BEIGE/RED,SHOES,BASKETBALL,MESH/TPU,2249,PENDING_REVIEW
812241109-1,112241109-1,SPLASH4,PINK/RAINBOW BLUE,SHOES,BASKETBALL,MESH/SYNTHETIC LEATHER/PP,1948.9999999999998,PENDING_REVIEW
812241109-3,112241109-3,SPLASH4,BEIGE,SHOES,BASKETBALL,MESH/SYNTHETIC LEATHER/PP,1948.9999999999998,PENDING_REVIEW
812241112-2,112241112-2,BADAO 22,BLUE/PINK/L.BLUE,SHOES,BASKETBALL,MESH/PP,1849,PENDING_REVIEW
812241112-6,112241112-6,BADAO 22,BLACK/L.FOG GREY,SHOES,BASKETBALL,MESH/PP,1849,PENDING_REVIEW
812241601-1,112241601-1,MOUNTAIN 2 MID,WHITE/L.PURPLE BLUE,SHOES,BASKETBALL,MESH/PP/SYNTHETIC LEATHER/TPU,1549,PENDING_REVIEW
812241601-2,112241601-2,MOUNTAIN 2 MID,BLACK/MIST GREY,SHOES,BASKETBALL,MESH/PP/SYNTHETIC LEATHER/TPU,1549,PENDING_REVIEW
812241601-3,112241601-3,MOUNTAIN 2 MID,WHITE/RIVER BLUE,SHOES,BASKETBALL,MESH/PP/SYNTHETIC LEATHER/TPU,1549,PENDING_REVIEW
812241601-4,112241601-4,MOUNTAIN 2 MID,BRIGHT BLU/WHT/ORNG,SHOES,BASKETBALL,MESH/PP/SYNTHETIC LEATHER/TPU,1549,PENDING_REVIEW
812241610-1,112241610-1,SPEED 2.0,BLACK/L.GREEN/D.BLUE,SHOES,BASKETBALL,SYNTHETIC LEATHER/MESH,1349,PENDING_REVIEW
812241610-2,112241610-2,SPEED 2.0,L.FOG GREY/GREY/WHT,SHOES,BASKETBALL,SYNTHETIC LEATHER/MESH,1349,PENDING_REVIEW
812241610-5,112241610-5,SPEED 2.0,WHITE/RAY BLUE/BLUE,SHOES,BASKETBALL,SYNTHETIC LEATHER/MESH,1349,PENDING_REVIEW
812241610-6,112241610-6,SPEED 2.0,BLACK/L.GREEN/D.BLUE,SHOES,BASKETBALL,MESH/SYNTHETIC LEATHER,1349,PENDING_REVIEW
812245523-10,112245523-10,KEEP MOVING,BLUE/BLACK,SHOES,RUNNING,MESH/PP/SYNTHETIC LEATHER,1149,PENDING_REVIEW
812245523-2,112245523-2,KEEP MOVING,BLACK/ORANGE,SHOES,RUNNING,SYNTHETIC LEATHER/MESH,1149,PENDING_REVIEW
812245523-7,112245523-7,KEEP MOVING,BLACK/SEAWEED ASH,SHOES,RUNNING,MESH/PP/SYNTHETIC LEATHER,1149,PENDING_REVIEW
812245530-1,112245530-1,ROCKET 4.0,BLACK/ORANGE,SHOES,RUNNING,MESH/PP,1399,PENDING_REVIEW
812245571-5,112245571-5,A-FLOW,BLACK,SHOES,RUNNING,MESH/PP/SYNTHETIC LEATHER,1049,PENDING_REVIEW
812245573-1,112245573-1,URBAN TRAIL RUNNING,BLACK/GREY GREEN,SHOES,RUNNING,MESH/SYNTHETIC LEATHER,949,PENDING_REVIEW
812245573-2,112245573-2,URBAN TRAIL RUNNING,BEIGE/BLK/BROWN OAK,SHOES,RUNNING,MESH/SYNTHETIC LEATHER,949,PENDING_REVIEW
812245573-3,112245573-3,URBAN TRAIL RUNNING,BLUE/BLACK,SHOES,RUNNING,MESH/SYNTHETIC LEATHER,949,PENDING_REVIEW
812247715-5,112247715-5,BASIC WALKING,BLACK,SHOES,CROSS TRAINING,SYNTHETIC LEATHER/MESH,849,PENDING_REVIEW
812247715-6,112247715-6,BASIC WALKING,BEIGE,SHOES,CROSS TRAINING,SYNTHETIC LEATHER/MESH,849,PENDING_REVIEW
812247716-4,112247716-4,ANTA FREELANDER,BLACK,SHOES,CROSS TRAINING,MESH/PP,1149,PENDING_REVIEW
812247785-1,112247785-1,UNASSAILABLE PRO,CHIP GREY/SILVER,SHOES,CROSS TRAINING,MESH/PP,1549,PENDING_REVIEW
812247785-4,112247785-4,UNASSAILABLE PRO,BLACK,SHOES,CROSS TRAINING,MESH/PP,1549,PENDING_REVIEW
812247785-5,112247785-5,UNASSAILABLE PRO,WHITE/BLACK,SHOES,CROSS TRAINING,MESH/PP,1549,PENDING_REVIEW
812247789-2,112247789-2,AS STEADY AS MNT TAI,GREY/BLACK,SHOES,CROSS TRAINING,MESH/PP/SYNTHETIC LEATHER,1349,PENDING_REVIEW
812247789-5,112247789-5,AS STEADY AS MNT TAI,WHITE/BLACK,SHOES,CROSS TRAINING,MESH/PP/SYNTHETIC LEATHER,1349,PENDING_REVIEW
812247789-6,112247789-6,AS STEADY AS MNT TAI,BLACK/RED,SHOES,CROSS TRAINING,MESH/PP/SYNTHETIC LEATHER,1349,PENDING_REVIEW
812248053-2,112248053-2,SOARING,BLK/STN BRWN/STL GRY,SHOES,LIFESTYLE,SYNTHETICLEATHER/COWSUEDE/MESH,1549,PENDING_REVIEW
812248053-3,112248053-3,SOARING,L.BROWN/L.BEIGE,SHOES,LIFESTYLE,SYNTHETICLEATHER/COWSUEDE/MESH,1549,PENDING_REVIEW
812248066-1,112248066-1,ORIGINATION 982,BEIGE/GREY,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,1249,PENDING_REVIEW
812248066-2,112248066-2,ORIGINATION 982,WHITE/RED/BLUE,SHOES,LIFESTYLE,SYNTHETIC LEATHER,1249,PENDING_REVIEW
812248066-4,112248066-4,ORIGINATION 982,BEIGE/RED/GOLDEN,SHOES,LIFESTYLE,SYNTHETIC LEATHER,1249,PENDING_REVIEW
812248066-5,112248066-5,ORIGINATION 982,BEIGE/GREEN,SHOES,LIFESTYLE,SYNTHETIC LEATHER,1249,PENDING_REVIEW
812248088-2,112248088-2,ROARING FLAME 3.0,BEIGE/BLACK/GREEN,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,1249,PENDING_REVIEW
812248088-3,112248088-3,ROARING FLAME 3.0,L.BGE/YLLW/TFFY YLLW,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER,1399,PENDING_REVIEW
812248088-4,112248088-4,ROARING FLAME 3.0,GREY/BEIGE,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,1249,PENDING_REVIEW
812248088-5,112248088-5,ROARING FLAME 3.0,BEIGE/SKYLINE BLUE,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,1349,PENDING_REVIEW
812248088-8,112248088-8,ROARING FLAME 3.0,WHITE/BLACK,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,1549,PENDING_REVIEW
812248089-1,112248089-1,ROARING FLME 3.0 LOW,BEIGE,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,1149,PENDING_REVIEW
812248089-2,112248089-2,ROARING FLME 3.0 LOW,BEIGE/BLACK/GREEN,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,1149,PENDING_REVIEW
812248089-3,112248089-3,ROARING FLME 3.0 LOW,BGE/CRBN GRY/ORNG,SHOES,LIFESTYLE,SYNTHETIC LEATHER/MESH,1149,PENDING_REVIEW
812248871-2,112248871-2,HERITAGE 80,BLACK/KOALA GREY,SHOES,LIFESTYLE,MESH/SYNTHE PU/COW SUEDE,1149,PENDING_REVIEW
812248871-3,112248871-3,HERITAGE 80,FOG PURPLE GREY/BLUE,SHOES,LIFESTYLE,MESH/SYNTHE PU/COW SUEDE,1149,PENDING_REVIEW
812248871-5,112248871-5,HERITAGE 80,L.BROWN/MILK BROWN,SHOES,LIFESTYLE,MESH/SYNTHE PU/COW SUEDE,1149,PENDING_REVIEW
812248877-1,112248877-1,HERITAGE 80S,FOG GREY/BEIGE,SHOES,LIFESTYLE,MESH/COW SUEDE/SYNTHE PU,1399,PENDING_REVIEW
812248877-3,112248877-3,HERITAGE 80S,BLU/SLVR GRY/FG PRPL,SHOES,LIFESTYLE,MESH/COW SUEDE/SYNTHE PU,1399,PENDING_REVIEW
812248890-2,112248890-2,MILLENNIUM 5.0,GREY,SHOES,LIFESTYLE,MESH/SYNTHE PU/COW SUEDE,1349,PENDING_REVIEW
812258891-1,112258891-1,,BEIGE/GREEN,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER,899,PENDING_REVIEW
812258891-2,112258891-2,,L.GRAY/GRAY,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER,899,PENDING_REVIEW
812258891-3,112258891-3,,BLACK/L.BEIGE,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER,899,PENDING_REVIEW
812258891-4,112258891-4,,BLACK,SHOES,LIFESTYLE,MESH/SYNTHETIC LEATHER,899,PENDING_REVIEW
812315574-5,112315574-5,,GRY/TWO DEGREE GRY,SHOES,RUNNING,SYNTHETIC LEATHER/MESH,899,PENDING_REVIEW
812315574-7,112315574-7,,BLACK/GREY,SHOES,RUNNING,SYNTHETIC LEATHER/MESH,899,PENDING_REVIEW
812315576-6,112315576-6,,SAND GREY/GRY/BLK,SHOES,RUNNING,SYNTHETIC LEATHER/MESH/PP,899,PENDING_REVIEW
812411103E-1,112411103E-1,GH4,D.BLUE/WHITE,SHOES,BASKETBALL,MESH/TPU/SYNTHETIC LEATHER,2699,PENDING_REVIEW
812415522E-1,112415522E-1,E-COM,BLACK,SHOES,RUNNING,MESH/TPU/SYNTHETIC LEATHER,899,PENDING_REVIEW
812415523E-1,112415523E-1,E-COM,BEIGE/NAVY BLUE/SLVR,SHOES,RUNNING,MESH/SYNTHETIC LEATHER/TPU,899,PENDING_REVIEW
812418061E-1,112418061E-1,E-COM,PALE GREY/BEIGE,SHOES,LIFESTYLE,SYNTHETIC LEATHER,899,PENDING_REVIEW
81817701-4,11817701-4,,L.GRAY/GRAY/SILVER,SHOES,CROSS TRAINING,MESH,998.9999999999999,PENDING_REVIEW
81821101-4,11821101-4,BASKETBALL,BLACK/WHITE,SHOES,BASKETBALL,MESH,1749,PENDING_REVIEW
81821102-4,11821102-4,BASKETBALL,D BLUE/BLACK/WHITE,SHOES,BASKETBALL,MESH,1549,PENDING_REVIEW
81821102-6,11821102-6,,BLACK/D RUBY,SHOES,BASKETBALL,MESH,1549,PENDING_REVIEW
81821166-5,11821166-5,BASKETBALL,D BLUE/WHITE/FOG GRAY,SHOES,BASKETBALL,SYNTHETIC LEATHER/MESH,1299,PENDING_REVIEW
81827710-2,11827710-2,,WHITE/SILVER,SHOES,CROSS TRAINING,MESH,998.9999999999999,PENDING_REVIEW
81827710-3,11827710-3,,BLACK,SHOES,CROSS TRAINING,MESH,998.9999999999999,PENDING_REVIEW
81828800-6,11828800-6,,BLACK,SHOES,LIFESTYLE,COW ACTION SUEDE/MESH,998.9999999999999,PENDING_REVIEW
81831109-4,11831109-4,,BRIGHT RED/BLACK/WHITE,SHOES,BASKETBALL,MESH,1349,PENDING_REVIEW
81831206-1,11831206-1,,WHITE/SILVER,SHOES,BASKETBALL,SYNTHETIC LEATHER/MESH,899,PENDING_REVIEW
81831206-2,11831206-2,,BLACK/WHITE,SHOES,BASKETBALL,SYNTHETIC LEATHER/MESH,899,PENDING_REVIEW
81831380-3,11831380-3,,BLACK/PALE GRAY/WHITE,SHOES,BASKETBALL,MESH,1249,PENDING_REVIEW
81835566-1,11835566-1,,BLACK/WHITE/SILVER,SHOES,RUNNING,MESH,1349,PENDING_REVIEW
81835566-4,11835566-4,,RED/RED,SHOES,RUNNING,MESH,1349,PENDING_REVIEW
81835570-1,11835570-1,,BLACK/WHITE,SHOES,RUNNING,SYNTHETIC LEATHER/MESH,799,PENDING_REVIEW
81835570-2,11835570-2,,PALE GRAY/WHITE,SHOES,RUNNING,SYNTHETIC LEATHER/MESH,799,PENDING_REVIEW
81835570-4,11835570-4,,BLUE/BLACK/WHITE,SHOES,RUNNING,SYNTHETIC LEATHER/MESH,799,PENDING_REVIEW
81835588-1,11835588-1,,BLACK/D.GRAY/WHITE,SHOES,RUNNING,MESH,1249,PENDING_REVIEW
81835588-2,11835588-2,,FOG GRAY/PALE GRAY/WHITE,SHOES,RUNNING,MESH,1249,PENDING_REVIEW
81835588-6,11835588-6,,RED/WHITE,SHOES,RUNNING,MESH,1249,PENDING_REVIEW
81835588-7,11835588-7,,GRAY/BEIGE/WHITE,SHOES,RUNNING,MESH,1249,PENDING_REVIEW
81835588-8,11835588-8,,BLUE/BLACK/WHITE,SHOES,RUNNING,MESH,1249,PENDING_REVIEW
81837772-1,11837772-1,,BLACK/BLUE/WHITE,SHOES,CROSS TRAINING,MESH,1399,PENDING_REVIEW
81837772-2,11837772-2,,BLACK/D.GRAY/WHITE,SHOES,CROSS TRAINING,MESH,1399,PENDING_REVIEW
81837772-3,11837772-3,,BLACK/CHARCOAL GRAY,SHOES,CROSS TRAINING,MESH,1399,PENDING_REVIEW
81838041-1,11838041-1,,BLACK/GOLD,SHOES,SPORTS LIFESTYLE,SYNTHETIC LEATHER/MESH,1149,PENDING_REVIEW
81838041-2,11838041-2,,WHITE/SILVER,SHOES,SPORTS LIFESTYLE,SYNTHETIC LEATHER/MESH,1149,PENDING_REVIEW
81921101-1,11921101-1,KT4,BRGT BLU/ICE BLU/WHT,SHOES,BASKETBALL,MESH,1948.9999999999998,PENDING_REVIEW
81921101-2,11921101-2,KT4,BLACK/BLUE/WHITE,SHOES,BASKETBALL,MESH,1948.9999999999998,PENDING_REVIEW
81921101-5,11921101-5,KT4,BLK/BRGT YLLW/WHT,SHOES,BASKETBALL,MESH,1948.9999999999998,PENDING_REVIEW
